cell_type_tumor,sample,0
Endothelial cell capillary,Kim_Lee_2020_LUNG_T06,9
Endothelial cell capillary,Kim_Lee_2020_LUNG_T08,0
Endothelial cell capillary,Kim_Lee_2020_LUNG_T09,1
Endothelial cell capillary,Kim_Lee_2020_LUNG_T18,0
Endothelial cell capillary,Kim_Lee_2020_LUNG_T19,20
Endothelial cell capillary,Kim_Lee_2020_LUNG_T20,0
Endothelial cell capillary,Kim_Lee_2020_LUNG_T25,7
Endothelial cell capillary,Kim_Lee_2020_LUNG_T30,24
Endothelial cell capillary,Kim_Lee_2020_LUNG_T34,1
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v1_BT1A,0
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v1_BT1C,2
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v1_BT2A,0
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v1_BT2B,1
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v1_BT1249,0
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v2_BT1295,4
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v2_BT1296,1
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v2_BT1297,24
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v2_BT1298,1
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v2_BT1299,1
Endothelial cell capillary,Lambrechts_Thienpont_2018_6149v2_BT1300,8
Endothelial cell capillary,Lambrechts_Thienpont_2018_6653_BT1375,0
Endothelial cell capillary,Lambrechts_Thienpont_2018_6653_BT1376,0
Endothelial cell capillary,Lambrechts_Thienpont_2018_6653_BT1377,0
Endothelial cell capillary,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,13
Endothelial cell capillary,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,22
Endothelial cell capillary,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,6
Endothelial cell capillary,Laughney_Massague_2020_GSM3516662,0
Endothelial cell capillary,Laughney_Massague_2020_GSM3516663,1
Endothelial cell capillary,Laughney_Massague_2020_GSM3516667,0
Endothelial cell capillary,Laughney_Massague_2020_GSM3516669,0
Endothelial cell capillary,Laughney_Massague_2020_GSM3516670,0
Endothelial cell capillary,Laughney_Massague_2020_GSM3516672,1
Endothelial cell capillary,Laughney_Massague_2020_GSM3516674,0
Endothelial cell capillary,Leader_Merad_2021_311,0
Endothelial cell capillary,Leader_Merad_2021_313,2
Endothelial cell capillary,Leader_Merad_2021_317,8
Endothelial cell capillary,Leader_Merad_2021_318,21
Endothelial cell capillary,Leader_Merad_2021_324,1
Endothelial cell capillary,Leader_Merad_2021_326,0
Endothelial cell capillary,Leader_Merad_2021_328,0
Endothelial cell capillary,Leader_Merad_2021_332,0
Endothelial cell capillary,Leader_Merad_2021_334,0
Endothelial cell capillary,Leader_Merad_2021_336,0
Endothelial cell capillary,Leader_Merad_2021_340,2
Endothelial cell capillary,Leader_Merad_2021_342,0
Endothelial cell capillary,Leader_Merad_2021_38,6
Endothelial cell capillary,Leader_Merad_2021_40,25
Endothelial cell capillary,Leader_Merad_2021_42,1
Endothelial cell capillary,Leader_Merad_2021_43,32
Endothelial cell capillary,Leader_Merad_2021_45,1
Endothelial cell capillary,Leader_Merad_2021_47,31
Endothelial cell capillary,Leader_Merad_2021_48,3
Endothelial cell capillary,Leader_Merad_2021_51,9
Endothelial cell capillary,Leader_Merad_2021_52,0
Endothelial cell capillary,Leader_Merad_2021_53,0
Endothelial cell capillary,Leader_Merad_2021_57,19
Endothelial cell capillary,Leader_Merad_2021_58,2
Endothelial cell capillary,Leader_Merad_2021_59,1
Endothelial cell capillary,Leader_Merad_2021_62,8
Endothelial cell capillary,Leader_Merad_2021_95,0
Endothelial cell capillary,Leader_Merad_2021_97,0
Endothelial cell capillary,Leader_Merad_2021_99,11
Endothelial cell capillary,Leader_Merad_2021_103,15
Endothelial cell capillary,Leader_Merad_2021_107,7
Endothelial cell capillary,Leader_Merad_2021_111,8
Endothelial cell capillary,Leader_Merad_2021_116,0
Endothelial cell capillary,Leader_Merad_2021_297,0
Endothelial cell capillary,Leader_Merad_2021_298,0
Endothelial cell capillary,Leader_Merad_2021_344,7
Endothelial cell capillary,Leader_Merad_2021_398,0
Endothelial cell capillary,Leader_Merad_2021_414,1
Endothelial cell capillary,Leader_Merad_2021_415,0
Endothelial cell capillary,Leader_Merad_2021_448,23
Endothelial cell capillary,Leader_Merad_2021_452,21
Endothelial cell capillary,Leader_Merad_2021_456,17
Endothelial cell capillary,Leader_Merad_2021_460,20
Endothelial cell capillary,Leader_Merad_2021_464,11
Endothelial cell capillary,Leader_Merad_2021_468,8
Endothelial cell capillary,Leader_Merad_2021_472,20
Endothelial cell capillary,Leader_Merad_2021_481,0
Endothelial cell capillary,Leader_Merad_2021_851,0
Endothelial cell capillary,Maynard_Bivona_2020_LT_S66,6
Endothelial cell capillary,UKIM-V-2_P4_tumor_primary,0
Endothelial cell capillary,UKIM-V-2_P5_tumor_primary,0
Endothelial cell capillary,UKIM-V-2_P6_tumor_primary,0
Endothelial cell capillary,UKIM-V-2_P8_tumor_primary,0
Endothelial cell capillary,UKIM-V-2_P9_tumor_primary,0
Endothelial cell capillary,UKIM-V-2_P10_tumor_primary,0
Endothelial cell capillary,UKIM-V-2_P13_tumor_primary,0
Endothelial cell capillary,UKIM-V-2_P14_tumor_primary,3
Endothelial cell capillary,UKIM-V-2_P16_tumor_primary,0
Endothelial cell capillary,UKIM-V-2_P17_tumor_primary,0
Endothelial cell capillary,UKIM-V_P1_tumor_primary,0
Endothelial cell capillary,UKIM-V_P2_tumor_primary,1
Endothelial cell capillary,UKIM-V_P3_tumor_primary,1
Endothelial cell capillary,Zilionis_Klein_2019_p1t1,1
Endothelial cell capillary,Zilionis_Klein_2019_p1t2,1
Endothelial cell capillary,Zilionis_Klein_2019_p1t3,3
Endothelial cell capillary,Zilionis_Klein_2019_p1t4,0
Endothelial cell capillary,Zilionis_Klein_2019_p4t1,0
Endothelial cell capillary,Zilionis_Klein_2019_p4t2,1
Endothelial cell capillary,Zilionis_Klein_2019_p4t3,0
Endothelial cell capillary,Zilionis_Klein_2019_p6t1,1
Endothelial cell capillary,Zilionis_Klein_2019_p6t2,2
Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-1,0
Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-2,6
Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-3,0
Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-6,7
Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-7,15
Endothelial cell lymphatic,Chen_Zhang_2020_NSCLC-11,4
Endothelial cell lymphatic,Goveia_Carmeliet_2020_patient_32_tumor_primary,683
Endothelial cell lymphatic,Goveia_Carmeliet_2020_patient_40_tumor_primary,68
Endothelial cell lymphatic,Goveia_Carmeliet_2020_patient_41_tumor_primary,80
Endothelial cell lymphatic,Goveia_Carmeliet_2020_patient_42_tumor_primary,22
Endothelial cell lymphatic,Goveia_Carmeliet_2020_patient_45_tumor_primary,59
Endothelial cell lymphatic,Goveia_Carmeliet_2020_patient_46_tumor_primary,152
Endothelial cell lymphatic,Goveia_Carmeliet_2020_patient_50_tumor_primary,252
Endothelial cell lymphatic,Guo_Zhang_2018_P0616A_TTC,0
Endothelial cell lymphatic,Guo_Zhang_2018_P0616A_TTH,0
Endothelial cell lymphatic,Guo_Zhang_2018_P0616A_TTR,0
Endothelial cell lymphatic,Guo_Zhang_2018_P0616A_TTY,0
Endothelial cell lymphatic,Guo_Zhang_2018_P0616P_TTC,0
Endothelial cell lymphatic,Guo_Zhang_2018_P0616P_TTH,0
Endothelial cell lymphatic,Guo_Zhang_2018_P0706_TTC,0
Endothelial cell lymphatic,Guo_Zhang_2018_P0706_TTH,0
Endothelial cell lymphatic,Guo_Zhang_2018_P0706_TTR,0
Endothelial cell lymphatic,Guo_Zhang_2018_P0706_TTY,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1010_TTC,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1010_TTH,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1010_TTR,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1010_TTY,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1118_TTC,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1118_TTH,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1120_TTC,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1120_TTH,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1120_TTR,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1120_TTY,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1202_TTC,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1202_TTH,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1202_TTR,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1202_TTY,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1208_TTC,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1208_TTH,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1219_TTC,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1219_TTH,0
Endothelial cell lymphatic,Guo_Zhang_2018_P1219_TTY,0
Endothelial cell lymphatic,He_Fan_2021_LUAD1,7
Endothelial cell lymphatic,He_Fan_2021_LUAD2,2
Endothelial cell lymphatic,He_Fan_2021_LUAD3,40
Endothelial cell lymphatic,He_Fan_2021_LUAD4,21
Endothelial cell lymphatic,He_Fan_2021_LUAD5,4
Endothelial cell lymphatic,Kim_Lee_2020_LUNG_T06,2
Endothelial cell lymphatic,Kim_Lee_2020_LUNG_T08,3
Endothelial cell lymphatic,Kim_Lee_2020_LUNG_T09,1
Endothelial cell lymphatic,Kim_Lee_2020_LUNG_T18,3
Endothelial cell lymphatic,Kim_Lee_2020_LUNG_T19,7
Endothelial cell lymphatic,Kim_Lee_2020_LUNG_T20,0
Endothelial cell lymphatic,Kim_Lee_2020_LUNG_T25,1
Endothelial cell lymphatic,Kim_Lee_2020_LUNG_T30,2
Endothelial cell lymphatic,Kim_Lee_2020_LUNG_T34,3
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v1_BT1A,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v1_BT1C,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v1_BT2A,2
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v1_BT2B,5
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v1_BT1249,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v2_BT1295,5
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v2_BT1296,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v2_BT1297,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v2_BT1298,5
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v2_BT1299,10
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6149v2_BT1300,3
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6653_BT1375,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6653_BT1376,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6653_BT1377,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,0
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,2
Endothelial cell lymphatic,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,1
Endothelial cell lymphatic,Laughney_Massague_2020_GSM3516662,0
Endothelial cell lymphatic,Laughney_Massague_2020_GSM3516663,0
Endothelial cell lymphatic,Laughney_Massague_2020_GSM3516667,1
Endothelial cell lymphatic,Laughney_Massague_2020_GSM3516669,0
Endothelial cell lymphatic,Laughney_Massague_2020_GSM3516670,0
Endothelial cell lymphatic,Laughney_Massague_2020_GSM3516672,9
Endothelial cell lymphatic,Laughney_Massague_2020_GSM3516674,0
Endothelial cell lymphatic,Leader_Merad_2021_311,6
Endothelial cell lymphatic,Leader_Merad_2021_313,1
Endothelial cell lymphatic,Leader_Merad_2021_317,2
Endothelial cell lymphatic,Leader_Merad_2021_318,2
Endothelial cell lymphatic,Leader_Merad_2021_324,3
Endothelial cell lymphatic,Leader_Merad_2021_326,0
Endothelial cell lymphatic,Leader_Merad_2021_328,1
Endothelial cell lymphatic,Leader_Merad_2021_332,0
Endothelial cell lymphatic,Leader_Merad_2021_334,0
Endothelial cell lymphatic,Leader_Merad_2021_336,0
Endothelial cell lymphatic,Leader_Merad_2021_340,1
Endothelial cell lymphatic,Leader_Merad_2021_342,0
Endothelial cell lymphatic,Leader_Merad_2021_38,2
Endothelial cell lymphatic,Leader_Merad_2021_40,0
Endothelial cell lymphatic,Leader_Merad_2021_42,0
Endothelial cell lymphatic,Leader_Merad_2021_43,0
Endothelial cell lymphatic,Leader_Merad_2021_45,0
Endothelial cell lymphatic,Leader_Merad_2021_47,0
Endothelial cell lymphatic,Leader_Merad_2021_48,0
Endothelial cell lymphatic,Leader_Merad_2021_51,0
Endothelial cell lymphatic,Leader_Merad_2021_52,0
Endothelial cell lymphatic,Leader_Merad_2021_53,0
Endothelial cell lymphatic,Leader_Merad_2021_57,0
Endothelial cell lymphatic,Leader_Merad_2021_58,0
Endothelial cell lymphatic,Leader_Merad_2021_59,0
Endothelial cell lymphatic,Leader_Merad_2021_62,2
Endothelial cell lymphatic,Leader_Merad_2021_95,0
Endothelial cell lymphatic,Leader_Merad_2021_97,0
Endothelial cell lymphatic,Leader_Merad_2021_99,0
Endothelial cell lymphatic,Leader_Merad_2021_103,1
Endothelial cell lymphatic,Leader_Merad_2021_107,0
Endothelial cell lymphatic,Leader_Merad_2021_111,3
Endothelial cell lymphatic,Leader_Merad_2021_116,0
Endothelial cell lymphatic,Leader_Merad_2021_297,0
Endothelial cell lymphatic,Leader_Merad_2021_298,0
Endothelial cell lymphatic,Leader_Merad_2021_344,1
Endothelial cell lymphatic,Leader_Merad_2021_398,0
Endothelial cell lymphatic,Leader_Merad_2021_414,0
Endothelial cell lymphatic,Leader_Merad_2021_415,0
Endothelial cell lymphatic,Leader_Merad_2021_448,0
Endothelial cell lymphatic,Leader_Merad_2021_452,0
Endothelial cell lymphatic,Leader_Merad_2021_456,2
Endothelial cell lymphatic,Leader_Merad_2021_460,0
Endothelial cell lymphatic,Leader_Merad_2021_464,1
Endothelial cell lymphatic,Leader_Merad_2021_468,0
Endothelial cell lymphatic,Leader_Merad_2021_472,0
Endothelial cell lymphatic,Leader_Merad_2021_481,0
Endothelial cell lymphatic,Leader_Merad_2021_851,0
Endothelial cell lymphatic,Maynard_Bivona_2020_LT_S66,2
Endothelial cell lymphatic,UKIM-V-2_P4_tumor_primary,0
Endothelial cell lymphatic,UKIM-V-2_P5_tumor_primary,0
Endothelial cell lymphatic,UKIM-V-2_P6_tumor_primary,0
Endothelial cell lymphatic,UKIM-V-2_P8_tumor_primary,0
Endothelial cell lymphatic,UKIM-V-2_P9_tumor_primary,1
Endothelial cell lymphatic,UKIM-V-2_P10_tumor_primary,1
Endothelial cell lymphatic,UKIM-V-2_P13_tumor_primary,0
Endothelial cell lymphatic,UKIM-V-2_P14_tumor_primary,5
Endothelial cell lymphatic,UKIM-V-2_P16_tumor_primary,2
Endothelial cell lymphatic,UKIM-V-2_P17_tumor_primary,0
Endothelial cell lymphatic,UKIM-V_P1_tumor_primary,0
Endothelial cell lymphatic,UKIM-V_P2_tumor_primary,0
Endothelial cell lymphatic,UKIM-V_P3_tumor_primary,1
Endothelial cell lymphatic,Zilionis_Klein_2019_p1t1,1
Endothelial cell lymphatic,Zilionis_Klein_2019_p1t2,0
Endothelial cell lymphatic,Zilionis_Klein_2019_p1t3,1
Endothelial cell lymphatic,Zilionis_Klein_2019_p1t4,5
Endothelial cell lymphatic,Zilionis_Klein_2019_p4t1,0
Endothelial cell lymphatic,Zilionis_Klein_2019_p4t2,0
Endothelial cell lymphatic,Zilionis_Klein_2019_p4t3,1
Endothelial cell lymphatic,Zilionis_Klein_2019_p6t1,0
Endothelial cell lymphatic,Zilionis_Klein_2019_p6t2,0
Endothelial cell venous,Chen_Zhang_2020_NSCLC-1,90
Endothelial cell venous,Chen_Zhang_2020_NSCLC-2,50
Endothelial cell venous,Chen_Zhang_2020_NSCLC-3,29
Endothelial cell venous,Chen_Zhang_2020_NSCLC-6,125
Endothelial cell venous,Chen_Zhang_2020_NSCLC-7,34
Endothelial cell venous,Chen_Zhang_2020_NSCLC-11,150
Endothelial cell venous,Goveia_Carmeliet_2020_patient_32_tumor_primary,1354
Endothelial cell venous,Goveia_Carmeliet_2020_patient_40_tumor_primary,841
Endothelial cell venous,Goveia_Carmeliet_2020_patient_41_tumor_primary,1509
Endothelial cell venous,Goveia_Carmeliet_2020_patient_42_tumor_primary,45
Endothelial cell venous,Goveia_Carmeliet_2020_patient_45_tumor_primary,1504
Endothelial cell venous,Goveia_Carmeliet_2020_patient_46_tumor_primary,684
Endothelial cell venous,Goveia_Carmeliet_2020_patient_50_tumor_primary,861
Endothelial cell venous,Guo_Zhang_2018_P0616A_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P0616A_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P0616A_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P0616A_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P0616P_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P0616P_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P0706_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P0706_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P0706_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P0706_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P1010_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1010_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1010_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P1010_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P1118_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1118_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1120_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1120_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1120_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P1120_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P1202_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1202_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1202_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P1202_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P1208_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1208_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1219_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1219_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1219_TTY,0
Endothelial cell venous,He_Fan_2021_LUAD1,67
Endothelial cell venous,He_Fan_2021_LUAD2,34
Endothelial cell venous,He_Fan_2021_LUAD3,68
Endothelial cell venous,He_Fan_2021_LUAD4,86
Endothelial cell venous,He_Fan_2021_LUAD5,50
Endothelial cell venous,Kim_Lee_2020_LUNG_T06,33
Endothelial cell venous,Kim_Lee_2020_LUNG_T08,6
Endothelial cell venous,Kim_Lee_2020_LUNG_T09,24
Endothelial cell venous,Kim_Lee_2020_LUNG_T18,13
Endothelial cell venous,Kim_Lee_2020_LUNG_T19,107
Endothelial cell venous,Kim_Lee_2020_LUNG_T20,2
Endothelial cell venous,Kim_Lee_2020_LUNG_T25,15
Endothelial cell venous,Kim_Lee_2020_LUNG_T30,73
Endothelial cell venous,Kim_Lee_2020_LUNG_T34,14
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT1A,0
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT1C,0
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT2A,1
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT2B,4
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT1249,0
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1295,6
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1296,7
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1297,28
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1298,44
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1299,153
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1300,46
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_BT1375,3
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_BT1376,2
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_BT1377,6
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,23
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,29
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,25
Endothelial cell venous,Laughney_Massague_2020_GSM3516662,4
Endothelial cell venous,Laughney_Massague_2020_GSM3516663,0
Endothelial cell venous,Laughney_Massague_2020_GSM3516667,2
Endothelial cell venous,Laughney_Massague_2020_GSM3516669,15
Endothelial cell venous,Laughney_Massague_2020_GSM3516670,0
Endothelial cell venous,Laughney_Massague_2020_GSM3516672,40
Endothelial cell venous,Laughney_Massague_2020_GSM3516674,0
Endothelial cell venous,Leader_Merad_2021_311,9
Endothelial cell venous,Leader_Merad_2021_313,6
Endothelial cell venous,Leader_Merad_2021_317,60
Endothelial cell venous,Leader_Merad_2021_318,24
Endothelial cell venous,Leader_Merad_2021_324,10
Endothelial cell venous,Leader_Merad_2021_326,6
Endothelial cell venous,Leader_Merad_2021_328,3
Endothelial cell venous,Leader_Merad_2021_332,1
Endothelial cell venous,Leader_Merad_2021_334,0
Endothelial cell venous,Leader_Merad_2021_336,0
Endothelial cell venous,Leader_Merad_2021_340,9
Endothelial cell venous,Leader_Merad_2021_342,1
Endothelial cell venous,Leader_Merad_2021_38,14
Endothelial cell venous,Leader_Merad_2021_40,5
Endothelial cell venous,Leader_Merad_2021_42,5
Endothelial cell venous,Leader_Merad_2021_43,71
Endothelial cell venous,Leader_Merad_2021_45,4
Endothelial cell venous,Leader_Merad_2021_47,7
Endothelial cell venous,Leader_Merad_2021_48,25
Endothelial cell venous,Leader_Merad_2021_51,40
Endothelial cell venous,Leader_Merad_2021_52,0
Endothelial cell venous,Leader_Merad_2021_53,0
Endothelial cell venous,Leader_Merad_2021_57,407
Endothelial cell venous,Leader_Merad_2021_58,1
Endothelial cell venous,Leader_Merad_2021_59,0
Endothelial cell venous,Leader_Merad_2021_62,63
Endothelial cell venous,Leader_Merad_2021_95,6
Endothelial cell venous,Leader_Merad_2021_97,5
Endothelial cell venous,Leader_Merad_2021_99,75
Endothelial cell venous,Leader_Merad_2021_103,65
Endothelial cell venous,Leader_Merad_2021_107,61
Endothelial cell venous,Leader_Merad_2021_111,63
Endothelial cell venous,Leader_Merad_2021_116,1
Endothelial cell venous,Leader_Merad_2021_297,0
Endothelial cell venous,Leader_Merad_2021_298,0
Endothelial cell venous,Leader_Merad_2021_344,7
Endothelial cell venous,Leader_Merad_2021_398,0
Endothelial cell venous,Leader_Merad_2021_414,0
Endothelial cell venous,Leader_Merad_2021_415,8
Endothelial cell venous,Leader_Merad_2021_448,29
Endothelial cell venous,Leader_Merad_2021_452,34
Endothelial cell venous,Leader_Merad_2021_456,20
Endothelial cell venous,Leader_Merad_2021_460,34
Endothelial cell venous,Leader_Merad_2021_464,28
Endothelial cell venous,Leader_Merad_2021_468,33
Endothelial cell venous,Leader_Merad_2021_472,45
Endothelial cell venous,Leader_Merad_2021_481,2
Endothelial cell venous,Leader_Merad_2021_851,6
Endothelial cell venous,Maynard_Bivona_2020_LT_S66,50
Endothelial cell venous,UKIM-V-2_P4_tumor_primary,1
Endothelial cell venous,UKIM-V-2_P5_tumor_primary,2
Endothelial cell venous,UKIM-V-2_P6_tumor_primary,12
Endothelial cell venous,UKIM-V-2_P8_tumor_primary,1
Endothelial cell venous,UKIM-V-2_P9_tumor_primary,11
Endothelial cell venous,UKIM-V-2_P10_tumor_primary,24
Endothelial cell venous,UKIM-V-2_P13_tumor_primary,9
Endothelial cell venous,UKIM-V-2_P14_tumor_primary,17
Endothelial cell venous,UKIM-V-2_P16_tumor_primary,2
Endothelial cell venous,UKIM-V-2_P17_tumor_primary,2
Endothelial cell venous,UKIM-V_P1_tumor_primary,1
Endothelial cell venous,UKIM-V_P2_tumor_primary,7
Endothelial cell venous,UKIM-V_P3_tumor_primary,9
Endothelial cell venous,Zilionis_Klein_2019_p1t1,9
Endothelial cell venous,Zilionis_Klein_2019_p1t2,11
Endothelial cell venous,Zilionis_Klein_2019_p1t3,4
Endothelial cell venous,Zilionis_Klein_2019_p1t4,3
Endothelial cell venous,Zilionis_Klein_2019_p4t1,2
Endothelial cell venous,Zilionis_Klein_2019_p4t2,3
Endothelial cell venous,Zilionis_Klein_2019_p4t3,2
Endothelial cell venous,Zilionis_Klein_2019_p6t1,26
Endothelial cell venous,Zilionis_Klein_2019_p6t2,19
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-1,0
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-2,39
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-3,18
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-6,5
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-7,5
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-11,2
Fibroblast adventitial,Goveia_Carmeliet_2020_patient_32_tumor_primary,1
Fibroblast adventitial,Goveia_Carmeliet_2020_patient_40_tumor_primary,1
Fibroblast adventitial,Goveia_Carmeliet_2020_patient_41_tumor_primary,3
Fibroblast adventitial,Goveia_Carmeliet_2020_patient_42_tumor_primary,3
Fibroblast adventitial,Goveia_Carmeliet_2020_patient_45_tumor_primary,2
Fibroblast adventitial,Goveia_Carmeliet_2020_patient_46_tumor_primary,25
Fibroblast adventitial,Goveia_Carmeliet_2020_patient_50_tumor_primary,7
Fibroblast adventitial,Guo_Zhang_2018_P0616A_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P0616A_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P0616A_TTR,0
Fibroblast adventitial,Guo_Zhang_2018_P0616A_TTY,0
Fibroblast adventitial,Guo_Zhang_2018_P0616P_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P0616P_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P0706_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P0706_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P0706_TTR,0
Fibroblast adventitial,Guo_Zhang_2018_P0706_TTY,0
Fibroblast adventitial,Guo_Zhang_2018_P1010_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P1010_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P1010_TTR,0
Fibroblast adventitial,Guo_Zhang_2018_P1010_TTY,0
Fibroblast adventitial,Guo_Zhang_2018_P1118_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P1118_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P1120_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P1120_TTH,0
