Level_2_cancer,sample,0
Lymphatic EC_Tumor,GSM4453596_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453597_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453598_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453599_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453600_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453601_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453602_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453603_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453604_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453605_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453606_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453607_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453608_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453609_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453610_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453611_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453612_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453613_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453614_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453615_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453616_Wu_Zhou_2021_NSCLC,0
Lymphatic EC_Tumor,GSM4453617_Wu_Zhou_2021_NSCLC,0
Lymphoid_Normal,GSM4453576_Wu_Zhou_2021_NSCLC,57
Lymphoid_Normal,GSM4453577_Wu_Zhou_2021_NSCLC,4
Lymphoid_Normal,GSM4453578_Wu_Zhou_2021_NSCLC,9
Lymphoid_Normal,GSM4453579_Wu_Zhou_2021_NSCLC,301
Lymphoid_Normal,GSM4453580_Wu_Zhou_2021_NSCLC,20
Lymphoid_Normal,GSM4453581_Wu_Zhou_2021_NSCLC,45
Lymphoid_Normal,GSM4453582_Wu_Zhou_2021_NSCLC,1216
Lymphoid_Normal,GSM4453583_Wu_Zhou_2021_NSCLC,123
Lymphoid_Normal,GSM4453584_Wu_Zhou_2021_NSCLC,58
Lymphoid_Normal,GSM4453585_Wu_Zhou_2021_NSCLC,45
Lymphoid_Normal,GSM4453586_Wu_Zhou_2021_NSCLC,47
Lymphoid_Normal,GSM4453587_Wu_Zhou_2021_NSCLC,87
Lymphoid_Normal,GSM4453588_Wu_Zhou_2021_NSCLC,230
Lymphoid_Normal,GSM4453589_Wu_Zhou_2021_NSCLC,16
Lymphoid_Normal,GSM4453590_Wu_Zhou_2021_NSCLC,11
Lymphoid_Normal,GSM4453591_Wu_Zhou_2021_NSCLC,4
Lymphoid_Normal,GSM4453592_Wu_Zhou_2021_NSCLC,0
Lymphoid_Normal,GSM4453593_Wu_Zhou_2021_NSCLC,72
Lymphoid_Normal,GSM4453594_Wu_Zhou_2021_NSCLC,61
Lymphoid_Normal,GSM4453595_Wu_Zhou_2021_NSCLC,2
Lymphoid_Normal,GSM4453596_Wu_Zhou_2021_NSCLC,40
Lymphoid_Normal,GSM4453597_Wu_Zhou_2021_NSCLC,244
Lymphoid_Normal,GSM4453598_Wu_Zhou_2021_NSCLC,19
Lymphoid_Normal,GSM4453599_Wu_Zhou_2021_NSCLC,72
Lymphoid_Normal,GSM4453600_Wu_Zhou_2021_NSCLC,2
Lymphoid_Normal,GSM4453601_Wu_Zhou_2021_NSCLC,64
Lymphoid_Normal,GSM4453602_Wu_Zhou_2021_NSCLC,48
Lymphoid_Normal,GSM4453603_Wu_Zhou_2021_NSCLC,73
Lymphoid_Normal,GSM4453604_Wu_Zhou_2021_NSCLC,3
Lymphoid_Normal,GSM4453605_Wu_Zhou_2021_NSCLC,3
Lymphoid_Normal,GSM4453606_Wu_Zhou_2021_NSCLC,4
Lymphoid_Normal,GSM4453607_Wu_Zhou_2021_NSCLC,107
Lymphoid_Normal,GSM4453608_Wu_Zhou_2021_NSCLC,0
Lymphoid_Normal,GSM4453609_Wu_Zhou_2021_NSCLC,15
Lymphoid_Normal,GSM4453610_Wu_Zhou_2021_NSCLC,20
Lymphoid_Normal,GSM4453611_Wu_Zhou_2021_NSCLC,2
Lymphoid_Normal,GSM4453612_Wu_Zhou_2021_NSCLC,36
Lymphoid_Normal,GSM4453613_Wu_Zhou_2021_NSCLC,136
Lymphoid_Normal,GSM4453614_Wu_Zhou_2021_NSCLC,250
Lymphoid_Normal,GSM4453615_Wu_Zhou_2021_NSCLC,419
Lymphoid_Normal,GSM4453616_Wu_Zhou_2021_NSCLC,1
Lymphoid_Normal,GSM4453617_Wu_Zhou_2021_NSCLC,373
Lymphoid_Tumor,GSM4453576_Wu_Zhou_2021_NSCLC,317
Lymphoid_Tumor,GSM4453577_Wu_Zhou_2021_NSCLC,0
Lymphoid_Tumor,GSM4453578_Wu_Zhou_2021_NSCLC,12
Lymphoid_Tumor,GSM4453579_Wu_Zhou_2021_NSCLC,368
Lymphoid_Tumor,GSM4453580_Wu_Zhou_2021_NSCLC,68
Lymphoid_Tumor,GSM4453581_Wu_Zhou_2021_NSCLC,33
Lymphoid_Tumor,GSM4453582_Wu_Zhou_2021_NSCLC,605
Lymphoid_Tumor,GSM4453583_Wu_Zhou_2021_NSCLC,82
Lymphoid_Tumor,GSM4453584_Wu_Zhou_2021_NSCLC,143
Lymphoid_Tumor,GSM4453585_Wu_Zhou_2021_NSCLC,155
Lymphoid_Tumor,GSM4453586_Wu_Zhou_2021_NSCLC,47
Lymphoid_Tumor,GSM4453587_Wu_Zhou_2021_NSCLC,64
Lymphoid_Tumor,GSM4453588_Wu_Zhou_2021_NSCLC,105
Lymphoid_Tumor,GSM4453589_Wu_Zhou_2021_NSCLC,107
Lymphoid_Tumor,GSM4453590_Wu_Zhou_2021_NSCLC,47
Lymphoid_Tumor,GSM4453591_Wu_Zhou_2021_NSCLC,2
Lymphoid_Tumor,GSM4453592_Wu_Zhou_2021_NSCLC,15
Lymphoid_Tumor,GSM4453593_Wu_Zhou_2021_NSCLC,35
Lymphoid_Tumor,GSM4453594_Wu_Zhou_2021_NSCLC,3
Lymphoid_Tumor,GSM4453595_Wu_Zhou_2021_NSCLC,8
Lymphoid_Tumor,GSM4453596_Wu_Zhou_2021_NSCLC,72
Lymphoid_Tumor,GSM4453597_Wu_Zhou_2021_NSCLC,3
Lymphoid_Tumor,GSM4453598_Wu_Zhou_2021_NSCLC,166
Lymphoid_Tumor,GSM4453599_Wu_Zhou_2021_NSCLC,65
Lymphoid_Tumor,GSM4453600_Wu_Zhou_2021_NSCLC,0
Lymphoid_Tumor,GSM4453601_Wu_Zhou_2021_NSCLC,11
Lymphoid_Tumor,GSM4453602_Wu_Zhou_2021_NSCLC,5
Lymphoid_Tumor,GSM4453603_Wu_Zhou_2021_NSCLC,106
Lymphoid_Tumor,GSM4453604_Wu_Zhou_2021_NSCLC,0
Lymphoid_Tumor,GSM4453605_Wu_Zhou_2021_NSCLC,1
Lymphoid_Tumor,GSM4453606_Wu_Zhou_2021_NSCLC,13
Lymphoid_Tumor,GSM4453607_Wu_Zhou_2021_NSCLC,9
Lymphoid_Tumor,GSM4453608_Wu_Zhou_2021_NSCLC,1
Lymphoid_Tumor,GSM4453609_Wu_Zhou_2021_NSCLC,24
Lymphoid_Tumor,GSM4453610_Wu_Zhou_2021_NSCLC,5
Lymphoid_Tumor,GSM4453611_Wu_Zhou_2021_NSCLC,1
Lymphoid_Tumor,GSM4453612_Wu_Zhou_2021_NSCLC,28
Lymphoid_Tumor,GSM4453613_Wu_Zhou_2021_NSCLC,12
Lymphoid_Tumor,GSM4453614_Wu_Zhou_2021_NSCLC,178
Lymphoid_Tumor,GSM4453615_Wu_Zhou_2021_NSCLC,31
Lymphoid_Tumor,GSM4453616_Wu_Zhou_2021_NSCLC,9
Lymphoid_Tumor,GSM4453617_Wu_Zhou_2021_NSCLC,61
Mesothelium_Normal,GSM4453576_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453577_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453578_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453579_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453580_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453581_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453582_Wu_Zhou_2021_NSCLC,2
Mesothelium_Normal,GSM4453583_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453584_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453585_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453586_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453587_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453588_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453589_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453590_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453591_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453592_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453593_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453594_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453595_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453596_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453597_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453598_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453599_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453600_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453601_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453602_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453603_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453604_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453605_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453606_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453607_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453608_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453609_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453610_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453611_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453612_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453613_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453614_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453615_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453616_Wu_Zhou_2021_NSCLC,0
Mesothelium_Normal,GSM4453617_Wu_Zhou_2021_NSCLC,0
Myeloid_Normal,GSM4453576_Wu_Zhou_2021_NSCLC,148
Myeloid_Normal,GSM4453577_Wu_Zhou_2021_NSCLC,0
Myeloid_Normal,GSM4453578_Wu_Zhou_2021_NSCLC,3
Myeloid_Normal,GSM4453579_Wu_Zhou_2021_NSCLC,132
Myeloid_Normal,GSM4453580_Wu_Zhou_2021_NSCLC,67
Myeloid_Normal,GSM4453581_Wu_Zhou_2021_NSCLC,27
Myeloid_Normal,GSM4453582_Wu_Zhou_2021_NSCLC,112
Myeloid_Normal,GSM4453583_Wu_Zhou_2021_NSCLC,47
Myeloid_Normal,GSM4453584_Wu_Zhou_2021_NSCLC,26
Myeloid_Normal,GSM4453585_Wu_Zhou_2021_NSCLC,23
Myeloid_Normal,GSM4453586_Wu_Zhou_2021_NSCLC,4
Myeloid_Normal,GSM4453587_Wu_Zhou_2021_NSCLC,17
Myeloid_Normal,GSM4453588_Wu_Zhou_2021_NSCLC,30
Myeloid_Normal,GSM4453589_Wu_Zhou_2021_NSCLC,27
Myeloid_Normal,GSM4453590_Wu_Zhou_2021_NSCLC,17
Myeloid_Normal,GSM4453591_Wu_Zhou_2021_NSCLC,9
Myeloid_Normal,GSM4453592_Wu_Zhou_2021_NSCLC,0
Myeloid_Normal,GSM4453593_Wu_Zhou_2021_NSCLC,51
Myeloid_Normal,GSM4453594_Wu_Zhou_2021_NSCLC,7
Myeloid_Normal,GSM4453595_Wu_Zhou_2021_NSCLC,0
Myeloid_Normal,GSM4453596_Wu_Zhou_2021_NSCLC,23
Myeloid_Normal,GSM4453597_Wu_Zhou_2021_NSCLC,11
Myeloid_Normal,GSM4453598_Wu_Zhou_2021_NSCLC,22
Myeloid_Normal,GSM4453599_Wu_Zhou_2021_NSCLC,29
Myeloid_Normal,GSM4453600_Wu_Zhou_2021_NSCLC,3
Myeloid_Normal,GSM4453601_Wu_Zhou_2021_NSCLC,7
Myeloid_Normal,GSM4453602_Wu_Zhou_2021_NSCLC,6
Myeloid_Normal,GSM4453603_Wu_Zhou_2021_NSCLC,143
Myeloid_Normal,GSM4453604_Wu_Zhou_2021_NSCLC,15
Myeloid_Normal,GSM4453605_Wu_Zhou_2021_NSCLC,2
Myeloid_Normal,GSM4453606_Wu_Zhou_2021_NSCLC,2
Myeloid_Normal,GSM4453607_Wu_Zhou_2021_NSCLC,4
Myeloid_Normal,GSM4453608_Wu_Zhou_2021_NSCLC,5
Myeloid_Normal,GSM4453609_Wu_Zhou_2021_NSCLC,29
Myeloid_Normal,GSM4453610_Wu_Zhou_2021_NSCLC,11
Myeloid_Normal,GSM4453611_Wu_Zhou_2021_NSCLC,3
Myeloid_Normal,GSM4453612_Wu_Zhou_2021_NSCLC,35
Myeloid_Normal,GSM4453613_Wu_Zhou_2021_NSCLC,30
Myeloid_Normal,GSM4453614_Wu_Zhou_2021_NSCLC,111
Myeloid_Normal,GSM4453615_Wu_Zhou_2021_NSCLC,15
Myeloid_Normal,GSM4453616_Wu_Zhou_2021_NSCLC,0
Myeloid_Normal,GSM4453617_Wu_Zhou_2021_NSCLC,16
Myeloid_Tumor,GSM4453576_Wu_Zhou_2021_NSCLC,642
Myeloid_Tumor,GSM4453577_Wu_Zhou_2021_NSCLC,16
Myeloid_Tumor,GSM4453578_Wu_Zhou_2021_NSCLC,87
Myeloid_Tumor,GSM4453579_Wu_Zhou_2021_NSCLC,1365
Myeloid_Tumor,GSM4453580_Wu_Zhou_2021_NSCLC,543
Myeloid_Tumor,GSM4453581_Wu_Zhou_2021_NSCLC,355
Myeloid_Tumor,GSM4453582_Wu_Zhou_2021_NSCLC,678
Myeloid_Tumor,GSM4453583_Wu_Zhou_2021_NSCLC,523
Myeloid_Tumor,GSM4453584_Wu_Zhou_2021_NSCLC,240
Myeloid_Tumor,GSM4453585_Wu_Zhou_2021_NSCLC,297
Myeloid_Tumor,GSM4453586_Wu_Zhou_2021_NSCLC,229
Myeloid_Tumor,GSM4453587_Wu_Zhou_2021_NSCLC,172
Myeloid_Tumor,GSM4453588_Wu_Zhou_2021_NSCLC,366
Myeloid_Tumor,GSM4453589_Wu_Zhou_2021_NSCLC,166
Myeloid_Tumor,GSM4453590_Wu_Zhou_2021_NSCLC,316
Myeloid_Tumor,GSM4453591_Wu_Zhou_2021_NSCLC,137
Myeloid_Tumor,GSM4453592_Wu_Zhou_2021_NSCLC,12
Myeloid_Tumor,GSM4453593_Wu_Zhou_2021_NSCLC,447
Myeloid_Tumor,GSM4453594_Wu_Zhou_2021_NSCLC,142
Myeloid_Tumor,GSM4453595_Wu_Zhou_2021_NSCLC,16
Myeloid_Tumor,GSM4453596_Wu_Zhou_2021_NSCLC,41
Myeloid_Tumor,GSM4453597_Wu_Zhou_2021_NSCLC,156
Myeloid_Tumor,GSM4453598_Wu_Zhou_2021_NSCLC,202
Myeloid_Tumor,GSM4453599_Wu_Zhou_2021_NSCLC,92
Myeloid_Tumor,GSM4453600_Wu_Zhou_2021_NSCLC,58
Myeloid_Tumor,GSM4453601_Wu_Zhou_2021_NSCLC,125
Myeloid_Tumor,GSM4453602_Wu_Zhou_2021_NSCLC,276
Myeloid_Tumor,GSM4453603_Wu_Zhou_2021_NSCLC,1201
Myeloid_Tumor,GSM4453604_Wu_Zhou_2021_NSCLC,104
Myeloid_Tumor,GSM4453605_Wu_Zhou_2021_NSCLC,151
Myeloid_Tumor,GSM4453606_Wu_Zhou_2021_NSCLC,22
Myeloid_Tumor,GSM4453607_Wu_Zhou_2021_NSCLC,71
Myeloid_Tumor,GSM4453608_Wu_Zhou_2021_NSCLC,26
Myeloid_Tumor,GSM4453609_Wu_Zhou_2021_NSCLC,460
Myeloid_Tumor,GSM4453610_Wu_Zhou_2021_NSCLC,139
Myeloid_Tumor,GSM4453611_Wu_Zhou_2021_NSCLC,165
Myeloid_Tumor,GSM4453612_Wu_Zhou_2021_NSCLC,2357
Myeloid_Tumor,GSM4453613_Wu_Zhou_2021_NSCLC,932
Myeloid_Tumor,GSM4453614_Wu_Zhou_2021_NSCLC,721
Myeloid_Tumor,GSM4453615_Wu_Zhou_2021_NSCLC,258
Myeloid_Tumor,GSM4453616_Wu_Zhou_2021_NSCLC,161
Myeloid_Tumor,GSM4453617_Wu_Zhou_2021_NSCLC,126
Smooth muscle_Normal,GSM4453576_Wu_Zhou_2021_NSCLC,20
Smooth muscle_Normal,GSM4453577_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453578_Wu_Zhou_2021_NSCLC,2
Smooth muscle_Normal,GSM4453579_Wu_Zhou_2021_NSCLC,20
Smooth muscle_Normal,GSM4453580_Wu_Zhou_2021_NSCLC,1
Smooth muscle_Normal,GSM4453581_Wu_Zhou_2021_NSCLC,2
Smooth muscle_Normal,GSM4453582_Wu_Zhou_2021_NSCLC,4
Smooth muscle_Normal,GSM4453583_Wu_Zhou_2021_NSCLC,4
Smooth muscle_Normal,GSM4453584_Wu_Zhou_2021_NSCLC,28
Smooth muscle_Normal,GSM4453585_Wu_Zhou_2021_NSCLC,24
Smooth muscle_Normal,GSM4453586_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453587_Wu_Zhou_2021_NSCLC,3
Smooth muscle_Normal,GSM4453588_Wu_Zhou_2021_NSCLC,2
Smooth muscle_Normal,GSM4453589_Wu_Zhou_2021_NSCLC,1
Smooth muscle_Normal,GSM4453590_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453591_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453592_Wu_Zhou_2021_NSCLC,12
Smooth muscle_Normal,GSM4453593_Wu_Zhou_2021_NSCLC,130
Smooth muscle_Normal,GSM4453594_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453595_Wu_Zhou_2021_NSCLC,1
Smooth muscle_Normal,GSM4453596_Wu_Zhou_2021_NSCLC,5
Smooth muscle_Normal,GSM4453597_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453598_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453599_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453600_Wu_Zhou_2021_NSCLC,2
Smooth muscle_Normal,GSM4453601_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453602_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453603_Wu_Zhou_2021_NSCLC,2
Smooth muscle_Normal,GSM4453604_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453605_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453606_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453607_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453608_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453609_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453610_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453611_Wu_Zhou_2021_NSCLC,1
Smooth muscle_Normal,GSM4453612_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453613_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453614_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Normal,GSM4453615_Wu_Zhou_2021_NSCLC,2
Smooth muscle_Normal,GSM4453616_Wu_Zhou_2021_NSCLC,48
Smooth muscle_Normal,GSM4453617_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453576_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453577_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453578_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453579_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453580_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453581_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453582_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453583_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453584_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453585_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453586_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453587_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453588_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453589_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453590_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453591_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453592_Wu_Zhou_2021_NSCLC,1
Smooth muscle_Tumor,GSM4453593_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453594_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453595_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453596_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453597_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453598_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453599_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453600_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453601_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453602_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453603_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453604_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453605_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453606_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453607_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453608_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453609_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453610_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453611_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453612_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453613_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453614_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453615_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453616_Wu_Zhou_2021_NSCLC,0
Smooth muscle_Tumor,GSM4453617_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453576_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453577_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453578_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453579_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453580_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453581_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453582_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453583_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453584_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453585_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453586_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453587_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453588_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453589_Wu_Zhou_2021_NSCLC,2
Submucosal Gland_Normal,GSM4453590_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453591_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453592_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453593_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453594_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453595_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453596_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453597_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453598_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453599_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453600_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453601_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453602_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453603_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453604_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453605_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453606_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453607_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453608_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453609_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453610_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453611_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453612_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453613_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453614_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453615_Wu_Zhou_2021_NSCLC,3
Submucosal Gland_Normal,GSM4453616_Wu_Zhou_2021_NSCLC,0
Submucosal Gland_Normal,GSM4453617_Wu_Zhou_2021_NSCLC,0
Unknown_Normal,GSM4453576_Wu_Zhou_2021_NSCLC,91
Unknown_Normal,GSM4453577_Wu_Zhou_2021_NSCLC,60
