,cell_type_adjusted,sample,0,dataset
1223,Macrophage,UKIM-V-2_P15_tumor_primary,338,UKIM-V-2
1224,Macrophage,Wu_Zhou_2021_GSM4453576,587,Wu_Zhou_2021
1225,Macrophage,Wu_Zhou_2021_GSM4453577,8,Wu_Zhou_2021
1226,Macrophage,Wu_Zhou_2021_GSM4453578,29,Wu_Zhou_2021
1227,Macrophage,Wu_Zhou_2021_GSM4453579,1004,Wu_Zhou_2021
1228,Macrophage,Wu_Zhou_2021_GSM4453580,290,Wu_Zhou_2021
1229,Macrophage,Wu_Zhou_2021_GSM4453581,143,Wu_Zhou_2021
1230,Macrophage,Wu_Zhou_2021_GSM4453582,272,Wu_Zhou_2021
1231,Macrophage,Wu_Zhou_2021_GSM4453583,273,Wu_Zhou_2021
1232,Macrophage,Wu_Zhou_2021_GSM4453584,146,Wu_Zhou_2021
1233,Macrophage,Wu_Zhou_2021_GSM4453585,163,Wu_Zhou_2021
1234,Macrophage,Wu_Zhou_2021_GSM4453586,128,Wu_Zhou_2021
1235,Macrophage,Wu_Zhou_2021_GSM4453587,42,Wu_Zhou_2021
1236,Macrophage,Wu_Zhou_2021_GSM4453588,172,Wu_Zhou_2021
1237,Macrophage,Wu_Zhou_2021_GSM4453589,113,Wu_Zhou_2021
1238,Macrophage,Wu_Zhou_2021_GSM4453590,49,Wu_Zhou_2021
1239,Macrophage,Wu_Zhou_2021_GSM4453591,69,Wu_Zhou_2021
1240,Macrophage,Wu_Zhou_2021_GSM4453592,6,Wu_Zhou_2021
1241,Macrophage,Wu_Zhou_2021_GSM4453593,300,Wu_Zhou_2021
1242,Macrophage,Wu_Zhou_2021_GSM4453594,7,Wu_Zhou_2021
1243,Macrophage,Wu_Zhou_2021_GSM4453595,9,Wu_Zhou_2021
1244,Macrophage,Wu_Zhou_2021_GSM4453596,33,Wu_Zhou_2021
1245,Macrophage,Wu_Zhou_2021_GSM4453597,70,Wu_Zhou_2021
1246,Macrophage,Wu_Zhou_2021_GSM4453598,103,Wu_Zhou_2021
1247,Macrophage,Wu_Zhou_2021_GSM4453599,36,Wu_Zhou_2021
1248,Macrophage,Wu_Zhou_2021_GSM4453600,21,Wu_Zhou_2021
1249,Macrophage,Wu_Zhou_2021_GSM4453601,8,Wu_Zhou_2021
1250,Macrophage,Wu_Zhou_2021_GSM4453602,40,Wu_Zhou_2021
1251,Macrophage,Wu_Zhou_2021_GSM4453603,607,Wu_Zhou_2021
1252,Macrophage,Wu_Zhou_2021_GSM4453604,63,Wu_Zhou_2021
1253,Macrophage,Wu_Zhou_2021_GSM4453605,133,Wu_Zhou_2021
1254,Macrophage,Wu_Zhou_2021_GSM4453606,19,Wu_Zhou_2021
1255,Macrophage,Wu_Zhou_2021_GSM4453607,32,Wu_Zhou_2021
1256,Macrophage,Wu_Zhou_2021_GSM4453608,24,Wu_Zhou_2021
1257,Macrophage,Wu_Zhou_2021_GSM4453609,202,Wu_Zhou_2021
1258,Macrophage,Wu_Zhou_2021_GSM4453610,45,Wu_Zhou_2021
1259,Macrophage,Wu_Zhou_2021_GSM4453611,22,Wu_Zhou_2021
1260,Macrophage,Wu_Zhou_2021_GSM4453612,1039,Wu_Zhou_2021
1261,Macrophage,Wu_Zhou_2021_GSM4453613,401,Wu_Zhou_2021
1262,Macrophage,Wu_Zhou_2021_GSM4453614,238,Wu_Zhou_2021
1263,Macrophage,Wu_Zhou_2021_GSM4453615,8,Wu_Zhou_2021
1264,Macrophage,Wu_Zhou_2021_GSM4453616,116,Wu_Zhou_2021
1265,Macrophage,Wu_Zhou_2021_GSM4453617,54,Wu_Zhou_2021
1266,Macrophage,Zilionis_Klein_2019_p2t1,9,Zilionis_Klein_2019
1267,Macrophage,Zilionis_Klein_2019_p2t2,9,Zilionis_Klein_2019
1268,Macrophage,Zilionis_Klein_2019_p3t1,59,Zilionis_Klein_2019
1269,Macrophage,Zilionis_Klein_2019_p3t2,79,Zilionis_Klein_2019
1270,Macrophage,Zilionis_Klein_2019_p3t3,85,Zilionis_Klein_2019
1271,Macrophage,Zilionis_Klein_2019_p5t1,133,Zilionis_Klein_2019
1272,Macrophage,Zilionis_Klein_2019_p5t2,139,Zilionis_Klein_2019
1273,Macrophage,Zilionis_Klein_2019_p7t1,297,Zilionis_Klein_2019
1274,Macrophage,Zilionis_Klein_2019_p7t2,369,Zilionis_Klein_2019
1275,Macrophage alveolar,Chen_Zhang_2020_NSCLC-4,6,Chen_Zhang_2020
1276,Macrophage alveolar,Chen_Zhang_2020_NSCLC-5,15,Chen_Zhang_2020
1277,Macrophage alveolar,Chen_Zhang_2020_NSCLC-8,1523,Chen_Zhang_2020
1278,Macrophage alveolar,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
1279,Macrophage alveolar,Chen_Zhang_2020_NSCLC-10,134,Chen_Zhang_2020
1280,Macrophage alveolar,Kim_Lee_2020_BRONCHO_58,35,Kim_Lee_2020
1281,Macrophage alveolar,Kim_Lee_2020_EBUS_06,4,Kim_Lee_2020
1282,Macrophage alveolar,Kim_Lee_2020_EBUS_28,5,Kim_Lee_2020
1283,Macrophage alveolar,Kim_Lee_2020_EBUS_49,4,Kim_Lee_2020
1284,Macrophage alveolar,Kim_Lee_2020_LUNG_T28,108,Kim_Lee_2020
1285,Macrophage alveolar,Kim_Lee_2020_LUNG_T31,40,Kim_Lee_2020
1286,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v2_BT1290,35,Lambrechts_Thienpont_2018_6149v2
1287,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v2_BT1291,22,Lambrechts_Thienpont_2018_6149v2
1288,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v2_BT1292,38,Lambrechts_Thienpont_2018_6149v2
1289,Macrophage alveolar,Lambrechts_Thienpont_2018_6653_scrBT1430m,1,Lambrechts_Thienpont_2018_6653
1290,Macrophage alveolar,Lambrechts_Thienpont_2018_6653_scrBT1431m,8,Lambrechts_Thienpont_2018_6653
1291,Macrophage alveolar,Lambrechts_Thienpont_2018_6653_scrBT1432m,2,Lambrechts_Thienpont_2018_6653
1292,Macrophage alveolar,Laughney_Massague_2020_GSM3516665,100,Laughney_Massague_2020
1293,Macrophage alveolar,Maynard_Bivona_2020_LT_S01,1,Maynard_Bivona_2020
1294,Macrophage alveolar,Maynard_Bivona_2020_LT_S11,0,Maynard_Bivona_2020
1295,Macrophage alveolar,Maynard_Bivona_2020_LT_S42,0,Maynard_Bivona_2020
1296,Macrophage alveolar,Maynard_Bivona_2020_LT_S52,0,Maynard_Bivona_2020
1297,Macrophage alveolar,Maynard_Bivona_2020_LT_S56,0,Maynard_Bivona_2020
1298,Macrophage alveolar,Maynard_Bivona_2020_LT_S57,8,Maynard_Bivona_2020
1299,Macrophage alveolar,Maynard_Bivona_2020_LT_S58,3,Maynard_Bivona_2020
1300,Macrophage alveolar,Maynard_Bivona_2020_LT_S67,2,Maynard_Bivona_2020
1301,Macrophage alveolar,Maynard_Bivona_2020_LT_S71,1,Maynard_Bivona_2020
1302,Macrophage alveolar,Maynard_Bivona_2020_LT_S74,0,Maynard_Bivona_2020
1303,Macrophage alveolar,Maynard_Bivona_2020_LT_S79,2,Maynard_Bivona_2020
1304,Macrophage alveolar,Maynard_Bivona_2020_LT_S82,9,Maynard_Bivona_2020
1305,Macrophage alveolar,UKIM-V-2_P7_tumor_primary,279,UKIM-V-2
1306,Macrophage alveolar,UKIM-V-2_P11_tumor_primary,17,UKIM-V-2
1307,Macrophage alveolar,UKIM-V-2_P12_tumor_primary,13,UKIM-V-2
1308,Macrophage alveolar,UKIM-V-2_P15_tumor_primary,10,UKIM-V-2
1309,Macrophage alveolar,Wu_Zhou_2021_GSM4453576,7,Wu_Zhou_2021
1310,Macrophage alveolar,Wu_Zhou_2021_GSM4453577,0,Wu_Zhou_2021
1311,Macrophage alveolar,Wu_Zhou_2021_GSM4453578,2,Wu_Zhou_2021
1312,Macrophage alveolar,Wu_Zhou_2021_GSM4453579,13,Wu_Zhou_2021
1313,Macrophage alveolar,Wu_Zhou_2021_GSM4453580,15,Wu_Zhou_2021
1314,Macrophage alveolar,Wu_Zhou_2021_GSM4453581,26,Wu_Zhou_2021
1315,Macrophage alveolar,Wu_Zhou_2021_GSM4453582,9,Wu_Zhou_2021
1316,Macrophage alveolar,Wu_Zhou_2021_GSM4453583,20,Wu_Zhou_2021
1317,Macrophage alveolar,Wu_Zhou_2021_GSM4453584,6,Wu_Zhou_2021
1318,Macrophage alveolar,Wu_Zhou_2021_GSM4453585,7,Wu_Zhou_2021
1319,Macrophage alveolar,Wu_Zhou_2021_GSM4453586,7,Wu_Zhou_2021
1320,Macrophage alveolar,Wu_Zhou_2021_GSM4453587,8,Wu_Zhou_2021
1321,Macrophage alveolar,Wu_Zhou_2021_GSM4453588,16,Wu_Zhou_2021
1322,Macrophage alveolar,Wu_Zhou_2021_GSM4453589,1,Wu_Zhou_2021
1323,Macrophage alveolar,Wu_Zhou_2021_GSM4453590,58,Wu_Zhou_2021
1324,Macrophage alveolar,Wu_Zhou_2021_GSM4453591,30,Wu_Zhou_2021
1325,Macrophage alveolar,Wu_Zhou_2021_GSM4453592,3,Wu_Zhou_2021
1326,Macrophage alveolar,Wu_Zhou_2021_GSM4453593,43,Wu_Zhou_2021
1327,Macrophage alveolar,Wu_Zhou_2021_GSM4453594,1,Wu_Zhou_2021
1328,Macrophage alveolar,Wu_Zhou_2021_GSM4453595,1,Wu_Zhou_2021
1329,Macrophage alveolar,Wu_Zhou_2021_GSM4453596,4,Wu_Zhou_2021
1330,Macrophage alveolar,Wu_Zhou_2021_GSM4453597,11,Wu_Zhou_2021
1331,Macrophage alveolar,Wu_Zhou_2021_GSM4453598,15,Wu_Zhou_2021
1332,Macrophage alveolar,Wu_Zhou_2021_GSM4453599,8,Wu_Zhou_2021
1333,Macrophage alveolar,Wu_Zhou_2021_GSM4453600,11,Wu_Zhou_2021
1334,Macrophage alveolar,Wu_Zhou_2021_GSM4453601,1,Wu_Zhou_2021
1335,Macrophage alveolar,Wu_Zhou_2021_GSM4453602,13,Wu_Zhou_2021
1336,Macrophage alveolar,Wu_Zhou_2021_GSM4453603,50,Wu_Zhou_2021
1337,Macrophage alveolar,Wu_Zhou_2021_GSM4453604,2,Wu_Zhou_2021
1338,Macrophage alveolar,Wu_Zhou_2021_GSM4453605,1,Wu_Zhou_2021
1339,Macrophage alveolar,Wu_Zhou_2021_GSM4453606,0,Wu_Zhou_2021
1340,Macrophage alveolar,Wu_Zhou_2021_GSM4453607,3,Wu_Zhou_2021
1341,Macrophage alveolar,Wu_Zhou_2021_GSM4453608,1,Wu_Zhou_2021
1342,Macrophage alveolar,Wu_Zhou_2021_GSM4453609,6,Wu_Zhou_2021
1343,Macrophage alveolar,Wu_Zhou_2021_GSM4453610,9,Wu_Zhou_2021
1344,Macrophage alveolar,Wu_Zhou_2021_GSM4453611,6,Wu_Zhou_2021
1345,Macrophage alveolar,Wu_Zhou_2021_GSM4453612,53,Wu_Zhou_2021
1346,Macrophage alveolar,Wu_Zhou_2021_GSM4453613,26,Wu_Zhou_2021
1347,Macrophage alveolar,Wu_Zhou_2021_GSM4453614,47,Wu_Zhou_2021
1348,Macrophage alveolar,Wu_Zhou_2021_GSM4453615,0,Wu_Zhou_2021
1349,Macrophage alveolar,Wu_Zhou_2021_GSM4453616,4,Wu_Zhou_2021
1350,Macrophage alveolar,Wu_Zhou_2021_GSM4453617,5,Wu_Zhou_2021
1351,Macrophage alveolar,Zilionis_Klein_2019_p2t1,1,Zilionis_Klein_2019
1352,Macrophage alveolar,Zilionis_Klein_2019_p2t2,5,Zilionis_Klein_2019
1353,Macrophage alveolar,Zilionis_Klein_2019_p3t1,35,Zilionis_Klein_2019
1354,Macrophage alveolar,Zilionis_Klein_2019_p3t2,24,Zilionis_Klein_2019
1355,Macrophage alveolar,Zilionis_Klein_2019_p3t3,31,Zilionis_Klein_2019
1356,Macrophage alveolar,Zilionis_Klein_2019_p5t1,93,Zilionis_Klein_2019
1357,Macrophage alveolar,Zilionis_Klein_2019_p5t2,66,Zilionis_Klein_2019
1358,Macrophage alveolar,Zilionis_Klein_2019_p7t1,203,Zilionis_Klein_2019
1359,Macrophage alveolar,Zilionis_Klein_2019_p7t2,201,Zilionis_Klein_2019
1360,Mast cell,Chen_Zhang_2020_NSCLC-4,19,Chen_Zhang_2020
1361,Mast cell,Chen_Zhang_2020_NSCLC-5,16,Chen_Zhang_2020
1362,Mast cell,Chen_Zhang_2020_NSCLC-8,178,Chen_Zhang_2020
1363,Mast cell,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
1364,Mast cell,Chen_Zhang_2020_NSCLC-10,166,Chen_Zhang_2020
1365,Mast cell,Kim_Lee_2020_BRONCHO_58,51,Kim_Lee_2020
1366,Mast cell,Kim_Lee_2020_EBUS_06,1,Kim_Lee_2020
1367,Mast cell,Kim_Lee_2020_EBUS_28,35,Kim_Lee_2020
1368,Mast cell,Kim_Lee_2020_EBUS_49,2,Kim_Lee_2020
1369,Mast cell,Kim_Lee_2020_LUNG_T28,148,Kim_Lee_2020
1370,Mast cell,Kim_Lee_2020_LUNG_T31,103,Kim_Lee_2020
1371,Mast cell,Lambrechts_Thienpont_2018_6149v2_BT1290,63,Lambrechts_Thienpont_2018_6149v2
1372,Mast cell,Lambrechts_Thienpont_2018_6149v2_BT1291,50,Lambrechts_Thienpont_2018_6149v2
1373,Mast cell,Lambrechts_Thienpont_2018_6149v2_BT1292,30,Lambrechts_Thienpont_2018_6149v2
1374,Mast cell,Lambrechts_Thienpont_2018_6653_scrBT1430m,24,Lambrechts_Thienpont_2018_6653
1375,Mast cell,Lambrechts_Thienpont_2018_6653_scrBT1431m,41,Lambrechts_Thienpont_2018_6653
1376,Mast cell,Lambrechts_Thienpont_2018_6653_scrBT1432m,3,Lambrechts_Thienpont_2018_6653
1377,Mast cell,Laughney_Massague_2020_GSM3516665,180,Laughney_Massague_2020
1378,Mast cell,Maynard_Bivona_2020_LT_S01,3,Maynard_Bivona_2020
1379,Mast cell,Maynard_Bivona_2020_LT_S11,6,Maynard_Bivona_2020
1380,Mast cell,Maynard_Bivona_2020_LT_S42,0,Maynard_Bivona_2020
1381,Mast cell,Maynard_Bivona_2020_LT_S52,21,Maynard_Bivona_2020
1382,Mast cell,Maynard_Bivona_2020_LT_S56,5,Maynard_Bivona_2020
1383,Mast cell,Maynard_Bivona_2020_LT_S57,63,Maynard_Bivona_2020
1384,Mast cell,Maynard_Bivona_2020_LT_S58,52,Maynard_Bivona_2020
1385,Mast cell,Maynard_Bivona_2020_LT_S67,0,Maynard_Bivona_2020
1386,Mast cell,Maynard_Bivona_2020_LT_S71,74,Maynard_Bivona_2020
1387,Mast cell,Maynard_Bivona_2020_LT_S74,12,Maynard_Bivona_2020
1388,Mast cell,Maynard_Bivona_2020_LT_S79,42,Maynard_Bivona_2020
1389,Mast cell,Maynard_Bivona_2020_LT_S82,28,Maynard_Bivona_2020
1390,Mast cell,UKIM-V-2_P7_tumor_primary,10,UKIM-V-2
1391,Mast cell,UKIM-V-2_P11_tumor_primary,15,UKIM-V-2
1392,Mast cell,UKIM-V-2_P12_tumor_primary,19,UKIM-V-2
1393,Mast cell,UKIM-V-2_P15_tumor_primary,26,UKIM-V-2
1394,Mast cell,Wu_Zhou_2021_GSM4453576,10,Wu_Zhou_2021
1395,Mast cell,Wu_Zhou_2021_GSM4453577,7,Wu_Zhou_2021
1396,Mast cell,Wu_Zhou_2021_GSM4453578,2,Wu_Zhou_2021
1397,Mast cell,Wu_Zhou_2021_GSM4453579,18,Wu_Zhou_2021
1398,Mast cell,Wu_Zhou_2021_GSM4453580,0,Wu_Zhou_2021
1399,Mast cell,Wu_Zhou_2021_GSM4453581,0,Wu_Zhou_2021
1400,Mast cell,Wu_Zhou_2021_GSM4453582,76,Wu_Zhou_2021
1401,Mast cell,Wu_Zhou_2021_GSM4453583,74,Wu_Zhou_2021
1402,Mast cell,Wu_Zhou_2021_GSM4453584,10,Wu_Zhou_2021
1403,Mast cell,Wu_Zhou_2021_GSM4453585,3,Wu_Zhou_2021
1404,Mast cell,Wu_Zhou_2021_GSM4453586,0,Wu_Zhou_2021
1405,Mast cell,Wu_Zhou_2021_GSM4453587,41,Wu_Zhou_2021
1406,Mast cell,Wu_Zhou_2021_GSM4453588,13,Wu_Zhou_2021
1407,Mast cell,Wu_Zhou_2021_GSM4453589,13,Wu_Zhou_2021
1408,Mast cell,Wu_Zhou_2021_GSM4453590,1,Wu_Zhou_2021
1409,Mast cell,Wu_Zhou_2021_GSM4453591,1,Wu_Zhou_2021
1410,Mast cell,Wu_Zhou_2021_GSM4453592,0,Wu_Zhou_2021
1411,Mast cell,Wu_Zhou_2021_GSM4453593,0,Wu_Zhou_2021
1412,Mast cell,Wu_Zhou_2021_GSM4453594,7,Wu_Zhou_2021
1413,Mast cell,Wu_Zhou_2021_GSM4453595,0,Wu_Zhou_2021
1414,Mast cell,Wu_Zhou_2021_GSM4453596,1,Wu_Zhou_2021
1415,Mast cell,Wu_Zhou_2021_GSM4453597,10,Wu_Zhou_2021
1416,Mast cell,Wu_Zhou_2021_GSM4453598,19,Wu_Zhou_2021
1417,Mast cell,Wu_Zhou_2021_GSM4453599,31,Wu_Zhou_2021
1418,Mast cell,Wu_Zhou_2021_GSM4453600,0,Wu_Zhou_2021
1419,Mast cell,Wu_Zhou_2021_GSM4453601,8,Wu_Zhou_2021
1420,Mast cell,Wu_Zhou_2021_GSM4453602,5,Wu_Zhou_2021
1421,Mast cell,Wu_Zhou_2021_GSM4453603,89,Wu_Zhou_2021
1422,Mast cell,Wu_Zhou_2021_GSM4453604,0,Wu_Zhou_2021
1423,Mast cell,Wu_Zhou_2021_GSM4453605,0,Wu_Zhou_2021
1424,Mast cell,Wu_Zhou_2021_GSM4453606,0,Wu_Zhou_2021
1425,Mast cell,Wu_Zhou_2021_GSM4453607,7,Wu_Zhou_2021
1426,Mast cell,Wu_Zhou_2021_GSM4453608,2,Wu_Zhou_2021
1427,Mast cell,Wu_Zhou_2021_GSM4453609,0,Wu_Zhou_2021
1428,Mast cell,Wu_Zhou_2021_GSM4453610,56,Wu_Zhou_2021
1429,Mast cell,Wu_Zhou_2021_GSM4453611,1,Wu_Zhou_2021
1430,Mast cell,Wu_Zhou_2021_GSM4453612,19,Wu_Zhou_2021
1431,Mast cell,Wu_Zhou_2021_GSM4453613,28,Wu_Zhou_2021
1432,Mast cell,Wu_Zhou_2021_GSM4453614,16,Wu_Zhou_2021
1433,Mast cell,Wu_Zhou_2021_GSM4453615,51,Wu_Zhou_2021
1434,Mast cell,Wu_Zhou_2021_GSM4453616,2,Wu_Zhou_2021
1435,Mast cell,Wu_Zhou_2021_GSM4453617,5,Wu_Zhou_2021
1436,Mast cell,Zilionis_Klein_2019_p2t1,2,Zilionis_Klein_2019
1437,Mast cell,Zilionis_Klein_2019_p2t2,4,Zilionis_Klein_2019
1438,Mast cell,Zilionis_Klein_2019_p3t1,43,Zilionis_Klein_2019
1439,Mast cell,Zilionis_Klein_2019_p3t2,58,Zilionis_Klein_2019
1440,Mast cell,Zilionis_Klein_2019_p3t3,51,Zilionis_Klein_2019
1441,Mast cell,Zilionis_Klein_2019_p5t1,8,Zilionis_Klein_2019
1442,Mast cell,Zilionis_Klein_2019_p5t2,12,Zilionis_Klein_2019
1443,Mast cell,Zilionis_Klein_2019_p7t1,72,Zilionis_Klein_2019
1444,Mast cell,Zilionis_Klein_2019_p7t2,71,Zilionis_Klein_2019
1445,Mesothelial,Chen_Zhang_2020_NSCLC-4,0,Chen_Zhang_2020
1446,Mesothelial,Chen_Zhang_2020_NSCLC-5,0,Chen_Zhang_2020
1447,Mesothelial,Chen_Zhang_2020_NSCLC-8,2,Chen_Zhang_2020
1448,Mesothelial,Chen_Zhang_2020_NSCLC-9,0,Chen_Zhang_2020
1449,Mesothelial,Chen_Zhang_2020_NSCLC-10,0,Chen_Zhang_2020
1450,Mesothelial,Kim_Lee_2020_BRONCHO_58,0,Kim_Lee_2020
1451,Mesothelial,Kim_Lee_2020_EBUS_06,0,Kim_Lee_2020
1452,Mesothelial,Kim_Lee_2020_EBUS_28,0,Kim_Lee_2020
1453,Mesothelial,Kim_Lee_2020_EBUS_49,0,Kim_Lee_2020
1454,Mesothelial,Kim_Lee_2020_LUNG_T28,9,Kim_Lee_2020
1455,Mesothelial,Kim_Lee_2020_LUNG_T31,5,Kim_Lee_2020
1456,Mesothelial,Lambrechts_Thienpont_2018_6149v2_BT1290,0,Lambrechts_Thienpont_2018_6149v2
1457,Mesothelial,Lambrechts_Thienpont_2018_6149v2_BT1291,0,Lambrechts_Thienpont_2018_6149v2
1458,Mesothelial,Lambrechts_Thienpont_2018_6149v2_BT1292,0,Lambrechts_Thienpont_2018_6149v2
1459,Mesothelial,Lambrechts_Thienpont_2018_6653_scrBT1430m,0,Lambrechts_Thienpont_2018_6653
1460,Mesothelial,Lambrechts_Thienpont_2018_6653_scrBT1431m,0,Lambrechts_Thienpont_2018_6653
1461,Mesothelial,Lambrechts_Thienpont_2018_6653_scrBT1432m,0,Lambrechts_Thienpont_2018_6653
1462,Mesothelial,Laughney_Massague_2020_GSM3516665,0,Laughney_Massague_2020
1463,Mesothelial,Maynard_Bivona_2020_LT_S01,0,Maynard_Bivona_2020
1464,Mesothelial,Maynard_Bivona_2020_LT_S11,0,Maynard_Bivona_2020
1465,Mesothelial,Maynard_Bivona_2020_LT_S42,0,Maynard_Bivona_2020
1466,Mesothelial,Maynard_Bivona_2020_LT_S52,0,Maynard_Bivona_2020
1467,Mesothelial,Maynard_Bivona_2020_LT_S56,0,Maynard_Bivona_2020
1468,Mesothelial,Maynard_Bivona_2020_LT_S57,0,Maynard_Bivona_2020
1469,Mesothelial,Maynard_Bivona_2020_LT_S58,0,Maynard_Bivona_2020
1470,Mesothelial,Maynard_Bivona_2020_LT_S67,0,Maynard_Bivona_2020
1471,Mesothelial,Maynard_Bivona_2020_LT_S71,0,Maynard_Bivona_2020
1472,Mesothelial,Maynard_Bivona_2020_LT_S74,0,Maynard_Bivona_2020
1473,Mesothelial,Maynard_Bivona_2020_LT_S79,0,Maynard_Bivona_2020
1474,Mesothelial,Maynard_Bivona_2020_LT_S82,0,Maynard_Bivona_2020
1475,Mesothelial,UKIM-V-2_P7_tumor_primary,2,UKIM-V-2
1476,Mesothelial,UKIM-V-2_P11_tumor_primary,0,UKIM-V-2
1477,Mesothelial,UKIM-V-2_P12_tumor_primary,0,UKIM-V-2
1478,Mesothelial,UKIM-V-2_P15_tumor_primary,0,UKIM-V-2
1479,Mesothelial,Wu_Zhou_2021_GSM4453576,0,Wu_Zhou_2021
1480,Mesothelial,Wu_Zhou_2021_GSM4453577,0,Wu_Zhou_2021
1481,Mesothelial,Wu_Zhou_2021_GSM4453578,0,Wu_Zhou_2021
1482,Mesothelial,Wu_Zhou_2021_GSM4453579,0,Wu_Zhou_2021
1483,Mesothelial,Wu_Zhou_2021_GSM4453580,0,Wu_Zhou_2021
1484,Mesothelial,Wu_Zhou_2021_GSM4453581,0,Wu_Zhou_2021
1485,Mesothelial,Wu_Zhou_2021_GSM4453582,1,Wu_Zhou_2021
1486,Mesothelial,Wu_Zhou_2021_GSM4453583,0,Wu_Zhou_2021
1487,Mesothelial,Wu_Zhou_2021_GSM4453584,1,Wu_Zhou_2021
1488,Mesothelial,Wu_Zhou_2021_GSM4453585,0,Wu_Zhou_2021
1489,Mesothelial,Wu_Zhou_2021_GSM4453586,1,Wu_Zhou_2021
1490,Mesothelial,Wu_Zhou_2021_GSM4453587,0,Wu_Zhou_2021
1491,Mesothelial,Wu_Zhou_2021_GSM4453588,0,Wu_Zhou_2021
1492,Mesothelial,Wu_Zhou_2021_GSM4453589,0,Wu_Zhou_2021
1493,Mesothelial,Wu_Zhou_2021_GSM4453590,0,Wu_Zhou_2021
1494,Mesothelial,Wu_Zhou_2021_GSM4453591,0,Wu_Zhou_2021
1495,Mesothelial,Wu_Zhou_2021_GSM4453592,0,Wu_Zhou_2021
1496,Mesothelial,Wu_Zhou_2021_GSM4453593,0,Wu_Zhou_2021
1497,Mesothelial,Wu_Zhou_2021_GSM4453594,0,Wu_Zhou_2021
1498,Mesothelial,Wu_Zhou_2021_GSM4453595,0,Wu_Zhou_2021
1499,Mesothelial,Wu_Zhou_2021_GSM4453596,0,Wu_Zhou_2021
1500,Mesothelial,Wu_Zhou_2021_GSM4453597,0,Wu_Zhou_2021
1501,Mesothelial,Wu_Zhou_2021_GSM4453598,0,Wu_Zhou_2021
1502,Mesothelial,Wu_Zhou_2021_GSM4453599,0,Wu_Zhou_2021
1503,Mesothelial,Wu_Zhou_2021_GSM4453600,1,Wu_Zhou_2021
1504,Mesothelial,Wu_Zhou_2021_GSM4453601,0,Wu_Zhou_2021
1505,Mesothelial,Wu_Zhou_2021_GSM4453602,0,Wu_Zhou_2021
1506,Mesothelial,Wu_Zhou_2021_GSM4453603,1,Wu_Zhou_2021
1507,Mesothelial,Wu_Zhou_2021_GSM4453604,0,Wu_Zhou_2021
1508,Mesothelial,Wu_Zhou_2021_GSM4453605,0,Wu_Zhou_2021
1509,Mesothelial,Wu_Zhou_2021_GSM4453606,0,Wu_Zhou_2021
1510,Mesothelial,Wu_Zhou_2021_GSM4453607,0,Wu_Zhou_2021
1511,Mesothelial,Wu_Zhou_2021_GSM4453608,0,Wu_Zhou_2021
1512,Mesothelial,Wu_Zhou_2021_GSM4453609,0,Wu_Zhou_2021
1513,Mesothelial,Wu_Zhou_2021_GSM4453610,0,Wu_Zhou_2021
1514,Mesothelial,Wu_Zhou_2021_GSM4453611,0,Wu_Zhou_2021
1515,Mesothelial,Wu_Zhou_2021_GSM4453612,0,Wu_Zhou_2021
1516,Mesothelial,Wu_Zhou_2021_GSM4453613,1,Wu_Zhou_2021
1517,Mesothelial,Wu_Zhou_2021_GSM4453614,0,Wu_Zhou_2021
1518,Mesothelial,Wu_Zhou_2021_GSM4453615,0,Wu_Zhou_2021
1519,Mesothelial,Wu_Zhou_2021_GSM4453616,0,Wu_Zhou_2021
1520,Mesothelial,Wu_Zhou_2021_GSM4453617,0,Wu_Zhou_2021
1521,Mesothelial,Zilionis_Klein_2019_p2t1,0,Zilionis_Klein_2019
1522,Mesothelial,Zilionis_Klein_2019_p2t2,0,Zilionis_Klein_2019
1523,Mesothelial,Zilionis_Klein_2019_p3t1,0,Zilionis_Klein_2019
1524,Mesothelial,Zilionis_Klein_2019_p3t2,0,Zilionis_Klein_2019
1525,Mesothelial,Zilionis_Klein_2019_p3t3,0,Zilionis_Klein_2019
1526,Mesothelial,Zilionis_Klein_2019_p5t1,0,Zilionis_Klein_2019
1527,Mesothelial,Zilionis_Klein_2019_p5t2,0,Zilionis_Klein_2019
1528,Mesothelial,Zilionis_Klein_2019_p7t1,0,Zilionis_Klein_2019
1529,Mesothelial,Zilionis_Klein_2019_p7t2,0,Zilionis_Klein_2019
1530,Monocyte classical,Chen_Zhang_2020_NSCLC-4,5,Chen_Zhang_2020
1531,Monocyte classical,Chen_Zhang_2020_NSCLC-5,32,Chen_Zhang_2020
1532,Monocyte classical,Chen_Zhang_2020_NSCLC-8,247,Chen_Zhang_2020
1533,Monocyte classical,Chen_Zhang_2020_NSCLC-9,3,Chen_Zhang_2020
1534,Monocyte classical,Chen_Zhang_2020_NSCLC-10,146,Chen_Zhang_2020
1535,Monocyte classical,Kim_Lee_2020_BRONCHO_58,97,Kim_Lee_2020
1536,Monocyte classical,Kim_Lee_2020_EBUS_06,185,Kim_Lee_2020
1537,Monocyte classical,Kim_Lee_2020_EBUS_28,26,Kim_Lee_2020
