,cell_type_adjusted,sample,0,dataset
917,Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_BT1376,2,Lambrechts_Thienpont_2018_6653
918,Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_BT1377,0,Lambrechts_Thienpont_2018_6653
919,Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,19,Lambrechts_Thienpont_2018_6653
920,Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,13,Lambrechts_Thienpont_2018_6653
921,Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,20,Lambrechts_Thienpont_2018_6653
922,Fibroblast peribronchial,Laughney_Massague_2020_GSM3516662,0,Laughney_Massague_2020
923,Fibroblast peribronchial,Laughney_Massague_2020_GSM3516663,1,Laughney_Massague_2020
924,Fibroblast peribronchial,Laughney_Massague_2020_GSM3516667,5,Laughney_Massague_2020
925,Fibroblast peribronchial,Laughney_Massague_2020_GSM3516669,5,Laughney_Massague_2020
926,Fibroblast peribronchial,Laughney_Massague_2020_GSM3516670,2,Laughney_Massague_2020
927,Fibroblast peribronchial,Laughney_Massague_2020_GSM3516672,48,Laughney_Massague_2020
928,Fibroblast peribronchial,Laughney_Massague_2020_GSM3516674,0,Laughney_Massague_2020
929,Fibroblast peribronchial,Maynard_Bivona_2020_LT_S66,16,Maynard_Bivona_2020
930,Fibroblast peribronchial,UKIM-V-2_P4_tumor_primary,3,UKIM-V-2
931,Fibroblast peribronchial,UKIM-V-2_P5_tumor_primary,0,UKIM-V-2
932,Fibroblast peribronchial,UKIM-V-2_P6_tumor_primary,8,UKIM-V-2
933,Fibroblast peribronchial,UKIM-V-2_P8_tumor_primary,0,UKIM-V-2
934,Fibroblast peribronchial,UKIM-V-2_P9_tumor_primary,2,UKIM-V-2
935,Fibroblast peribronchial,UKIM-V-2_P10_tumor_primary,0,UKIM-V-2
936,Fibroblast peribronchial,UKIM-V-2_P13_tumor_primary,1,UKIM-V-2
937,Fibroblast peribronchial,UKIM-V-2_P14_tumor_primary,1,UKIM-V-2
938,Fibroblast peribronchial,UKIM-V-2_P16_tumor_primary,0,UKIM-V-2
939,Fibroblast peribronchial,UKIM-V-2_P17_tumor_primary,16,UKIM-V-2
940,Fibroblast peribronchial,UKIM-V_P1_tumor_primary,1,UKIM-V
941,Fibroblast peribronchial,UKIM-V_P2_tumor_primary,18,UKIM-V
942,Fibroblast peribronchial,UKIM-V_P3_tumor_primary,7,UKIM-V
943,Fibroblast peribronchial,Zilionis_Klein_2019_p1t1,52,Zilionis_Klein_2019
944,Fibroblast peribronchial,Zilionis_Klein_2019_p1t2,41,Zilionis_Klein_2019
945,Fibroblast peribronchial,Zilionis_Klein_2019_p1t3,20,Zilionis_Klein_2019
946,Fibroblast peribronchial,Zilionis_Klein_2019_p1t4,26,Zilionis_Klein_2019
947,Fibroblast peribronchial,Zilionis_Klein_2019_p4t1,0,Zilionis_Klein_2019
948,Fibroblast peribronchial,Zilionis_Klein_2019_p4t2,0,Zilionis_Klein_2019
949,Fibroblast peribronchial,Zilionis_Klein_2019_p4t3,0,Zilionis_Klein_2019
950,Fibroblast peribronchial,Zilionis_Klein_2019_p6t1,9,Zilionis_Klein_2019
951,Fibroblast peribronchial,Zilionis_Klein_2019_p6t2,9,Zilionis_Klein_2019
952,Macrophage,Chen_Zhang_2020_NSCLC-1,27,Chen_Zhang_2020
953,Macrophage,Chen_Zhang_2020_NSCLC-2,358,Chen_Zhang_2020
954,Macrophage,Chen_Zhang_2020_NSCLC-3,71,Chen_Zhang_2020
955,Macrophage,Chen_Zhang_2020_NSCLC-6,2487,Chen_Zhang_2020
956,Macrophage,Chen_Zhang_2020_NSCLC-7,2471,Chen_Zhang_2020
957,Macrophage,Chen_Zhang_2020_NSCLC-11,131,Chen_Zhang_2020
958,Macrophage,He_Fan_2021_LUAD1,4259,He_Fan_2021
959,Macrophage,He_Fan_2021_LUAD2,2375,He_Fan_2021
960,Macrophage,He_Fan_2021_LUAD3,490,He_Fan_2021
961,Macrophage,He_Fan_2021_LUAD4,844,He_Fan_2021
962,Macrophage,He_Fan_2021_LUAD5,618,He_Fan_2021
963,Macrophage,Kim_Lee_2020_LUNG_T06,213,Kim_Lee_2020
964,Macrophage,Kim_Lee_2020_LUNG_T08,129,Kim_Lee_2020
965,Macrophage,Kim_Lee_2020_LUNG_T09,907,Kim_Lee_2020
966,Macrophage,Kim_Lee_2020_LUNG_T18,597,Kim_Lee_2020
967,Macrophage,Kim_Lee_2020_LUNG_T19,330,Kim_Lee_2020
968,Macrophage,Kim_Lee_2020_LUNG_T20,424,Kim_Lee_2020
969,Macrophage,Kim_Lee_2020_LUNG_T25,244,Kim_Lee_2020
970,Macrophage,Kim_Lee_2020_LUNG_T30,173,Kim_Lee_2020
971,Macrophage,Kim_Lee_2020_LUNG_T34,132,Kim_Lee_2020
972,Macrophage,Lambrechts_Thienpont_2018_6149v1_BT1A,42,Lambrechts_Thienpont_2018_6149v1
973,Macrophage,Lambrechts_Thienpont_2018_6149v1_BT1B,60,Lambrechts_Thienpont_2018_6149v1
974,Macrophage,Lambrechts_Thienpont_2018_6149v1_BT1C,106,Lambrechts_Thienpont_2018_6149v1
975,Macrophage,Lambrechts_Thienpont_2018_6149v1_BT2A,92,Lambrechts_Thienpont_2018_6149v1
976,Macrophage,Lambrechts_Thienpont_2018_6149v1_BT2B,206,Lambrechts_Thienpont_2018_6149v1
977,Macrophage,Lambrechts_Thienpont_2018_6149v1_BT1249,15,Lambrechts_Thienpont_2018_6149v1
978,Macrophage,Lambrechts_Thienpont_2018_6149v2_BT1295,129,Lambrechts_Thienpont_2018_6149v2
979,Macrophage,Lambrechts_Thienpont_2018_6149v2_BT1296,313,Lambrechts_Thienpont_2018_6149v2
980,Macrophage,Lambrechts_Thienpont_2018_6149v2_BT1297,112,Lambrechts_Thienpont_2018_6149v2
981,Macrophage,Lambrechts_Thienpont_2018_6149v2_BT1298,93,Lambrechts_Thienpont_2018_6149v2
982,Macrophage,Lambrechts_Thienpont_2018_6149v2_BT1299,131,Lambrechts_Thienpont_2018_6149v2
983,Macrophage,Lambrechts_Thienpont_2018_6149v2_BT1300,198,Lambrechts_Thienpont_2018_6149v2
984,Macrophage,Lambrechts_Thienpont_2018_6653_BT1375,40,Lambrechts_Thienpont_2018_6653
985,Macrophage,Lambrechts_Thienpont_2018_6653_BT1376,69,Lambrechts_Thienpont_2018_6653
986,Macrophage,Lambrechts_Thienpont_2018_6653_BT1377,23,Lambrechts_Thienpont_2018_6653
987,Macrophage,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,539,Lambrechts_Thienpont_2018_6653
988,Macrophage,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,681,Lambrechts_Thienpont_2018_6653
989,Macrophage,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,652,Lambrechts_Thienpont_2018_6653
990,Macrophage,Laughney_Massague_2020_GSM3516662,39,Laughney_Massague_2020
991,Macrophage,Laughney_Massague_2020_GSM3516663,128,Laughney_Massague_2020
992,Macrophage,Laughney_Massague_2020_GSM3516667,22,Laughney_Massague_2020
993,Macrophage,Laughney_Massague_2020_GSM3516669,79,Laughney_Massague_2020
994,Macrophage,Laughney_Massague_2020_GSM3516670,47,Laughney_Massague_2020
995,Macrophage,Laughney_Massague_2020_GSM3516672,204,Laughney_Massague_2020
996,Macrophage,Laughney_Massague_2020_GSM3516674,37,Laughney_Massague_2020
997,Macrophage,Maynard_Bivona_2020_LT_S66,52,Maynard_Bivona_2020
998,Macrophage,UKIM-V-2_P4_tumor_primary,302,UKIM-V-2
999,Macrophage,UKIM-V-2_P5_tumor_primary,234,UKIM-V-2
1000,Macrophage,UKIM-V-2_P6_tumor_primary,924,UKIM-V-2
1001,Macrophage,UKIM-V-2_P8_tumor_primary,9,UKIM-V-2
1002,Macrophage,UKIM-V-2_P9_tumor_primary,104,UKIM-V-2
1003,Macrophage,UKIM-V-2_P10_tumor_primary,398,UKIM-V-2
1004,Macrophage,UKIM-V-2_P13_tumor_primary,283,UKIM-V-2
1005,Macrophage,UKIM-V-2_P14_tumor_primary,272,UKIM-V-2
1006,Macrophage,UKIM-V-2_P16_tumor_primary,524,UKIM-V-2
1007,Macrophage,UKIM-V-2_P17_tumor_primary,80,UKIM-V-2
1008,Macrophage,UKIM-V_P1_tumor_primary,11,UKIM-V
1009,Macrophage,UKIM-V_P2_tumor_primary,415,UKIM-V
1010,Macrophage,UKIM-V_P3_tumor_primary,733,UKIM-V
1011,Macrophage,Zilionis_Klein_2019_p1t1,212,Zilionis_Klein_2019
1012,Macrophage,Zilionis_Klein_2019_p1t2,185,Zilionis_Klein_2019
1013,Macrophage,Zilionis_Klein_2019_p1t3,112,Zilionis_Klein_2019
1014,Macrophage,Zilionis_Klein_2019_p1t4,131,Zilionis_Klein_2019
1015,Macrophage,Zilionis_Klein_2019_p4t1,66,Zilionis_Klein_2019
1016,Macrophage,Zilionis_Klein_2019_p4t2,77,Zilionis_Klein_2019
1017,Macrophage,Zilionis_Klein_2019_p4t3,87,Zilionis_Klein_2019
1018,Macrophage,Zilionis_Klein_2019_p6t1,174,Zilionis_Klein_2019
1019,Macrophage,Zilionis_Klein_2019_p6t2,137,Zilionis_Klein_2019
1020,Macrophage alveolar,Chen_Zhang_2020_NSCLC-1,2,Chen_Zhang_2020
1021,Macrophage alveolar,Chen_Zhang_2020_NSCLC-2,14,Chen_Zhang_2020
1022,Macrophage alveolar,Chen_Zhang_2020_NSCLC-3,7,Chen_Zhang_2020
1023,Macrophage alveolar,Chen_Zhang_2020_NSCLC-6,2488,Chen_Zhang_2020
1024,Macrophage alveolar,Chen_Zhang_2020_NSCLC-7,284,Chen_Zhang_2020
1025,Macrophage alveolar,Chen_Zhang_2020_NSCLC-11,3204,Chen_Zhang_2020
1026,Macrophage alveolar,He_Fan_2021_LUAD1,1312,He_Fan_2021
1027,Macrophage alveolar,He_Fan_2021_LUAD2,226,He_Fan_2021
1028,Macrophage alveolar,He_Fan_2021_LUAD3,338,He_Fan_2021
1029,Macrophage alveolar,He_Fan_2021_LUAD4,499,He_Fan_2021
1030,Macrophage alveolar,He_Fan_2021_LUAD5,11,He_Fan_2021
1031,Macrophage alveolar,Kim_Lee_2020_LUNG_T06,11,Kim_Lee_2020
1032,Macrophage alveolar,Kim_Lee_2020_LUNG_T08,1,Kim_Lee_2020
1033,Macrophage alveolar,Kim_Lee_2020_LUNG_T09,19,Kim_Lee_2020
1034,Macrophage alveolar,Kim_Lee_2020_LUNG_T18,19,Kim_Lee_2020
1035,Macrophage alveolar,Kim_Lee_2020_LUNG_T19,279,Kim_Lee_2020
1036,Macrophage alveolar,Kim_Lee_2020_LUNG_T20,95,Kim_Lee_2020
1037,Macrophage alveolar,Kim_Lee_2020_LUNG_T25,64,Kim_Lee_2020
1038,Macrophage alveolar,Kim_Lee_2020_LUNG_T30,371,Kim_Lee_2020
1039,Macrophage alveolar,Kim_Lee_2020_LUNG_T34,73,Kim_Lee_2020
1040,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v1_BT1A,7,Lambrechts_Thienpont_2018_6149v1
1041,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v1_BT1B,4,Lambrechts_Thienpont_2018_6149v1
1042,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v1_BT1C,9,Lambrechts_Thienpont_2018_6149v1
1043,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v1_BT2A,1,Lambrechts_Thienpont_2018_6149v1
1044,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v1_BT2B,41,Lambrechts_Thienpont_2018_6149v1
1045,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v1_BT1249,3,Lambrechts_Thienpont_2018_6149v1
1046,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v2_BT1295,3,Lambrechts_Thienpont_2018_6149v2
1047,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v2_BT1296,21,Lambrechts_Thienpont_2018_6149v2
1048,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v2_BT1297,18,Lambrechts_Thienpont_2018_6149v2
1049,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v2_BT1298,2,Lambrechts_Thienpont_2018_6149v2
1050,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v2_BT1299,5,Lambrechts_Thienpont_2018_6149v2
1051,Macrophage alveolar,Lambrechts_Thienpont_2018_6149v2_BT1300,11,Lambrechts_Thienpont_2018_6149v2
1052,Macrophage alveolar,Lambrechts_Thienpont_2018_6653_BT1375,0,Lambrechts_Thienpont_2018_6653
1053,Macrophage alveolar,Lambrechts_Thienpont_2018_6653_BT1376,5,Lambrechts_Thienpont_2018_6653
1054,Macrophage alveolar,Lambrechts_Thienpont_2018_6653_BT1377,3,Lambrechts_Thienpont_2018_6653
1055,Macrophage alveolar,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,48,Lambrechts_Thienpont_2018_6653
1056,Macrophage alveolar,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,121,Lambrechts_Thienpont_2018_6653
1057,Macrophage alveolar,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,355,Lambrechts_Thienpont_2018_6653
1058,Macrophage alveolar,Laughney_Massague_2020_GSM3516662,0,Laughney_Massague_2020
1059,Macrophage alveolar,Laughney_Massague_2020_GSM3516663,11,Laughney_Massague_2020
1060,Macrophage alveolar,Laughney_Massague_2020_GSM3516667,0,Laughney_Massague_2020
1061,Macrophage alveolar,Laughney_Massague_2020_GSM3516669,2,Laughney_Massague_2020
1062,Macrophage alveolar,Laughney_Massague_2020_GSM3516670,0,Laughney_Massague_2020
1063,Macrophage alveolar,Laughney_Massague_2020_GSM3516672,0,Laughney_Massague_2020
1064,Macrophage alveolar,Laughney_Massague_2020_GSM3516674,5,Laughney_Massague_2020
1065,Macrophage alveolar,Maynard_Bivona_2020_LT_S66,7,Maynard_Bivona_2020
1066,Macrophage alveolar,UKIM-V-2_P4_tumor_primary,4,UKIM-V-2
1067,Macrophage alveolar,UKIM-V-2_P5_tumor_primary,160,UKIM-V-2
1068,Macrophage alveolar,UKIM-V-2_P6_tumor_primary,85,UKIM-V-2
1069,Macrophage alveolar,UKIM-V-2_P8_tumor_primary,10,UKIM-V-2
1070,Macrophage alveolar,UKIM-V-2_P9_tumor_primary,22,UKIM-V-2
1071,Macrophage alveolar,UKIM-V-2_P10_tumor_primary,594,UKIM-V-2
1072,Macrophage alveolar,UKIM-V-2_P13_tumor_primary,408,UKIM-V-2
1073,Macrophage alveolar,UKIM-V-2_P14_tumor_primary,291,UKIM-V-2
1074,Macrophage alveolar,UKIM-V-2_P16_tumor_primary,213,UKIM-V-2
1075,Macrophage alveolar,UKIM-V-2_P17_tumor_primary,10,UKIM-V-2
1076,Macrophage alveolar,UKIM-V_P1_tumor_primary,3,UKIM-V
1077,Macrophage alveolar,UKIM-V_P2_tumor_primary,94,UKIM-V
1078,Macrophage alveolar,UKIM-V_P3_tumor_primary,201,UKIM-V
1079,Macrophage alveolar,Zilionis_Klein_2019_p1t1,97,Zilionis_Klein_2019
1080,Macrophage alveolar,Zilionis_Klein_2019_p1t2,116,Zilionis_Klein_2019
1081,Macrophage alveolar,Zilionis_Klein_2019_p1t3,48,Zilionis_Klein_2019
1082,Macrophage alveolar,Zilionis_Klein_2019_p1t4,57,Zilionis_Klein_2019
1083,Macrophage alveolar,Zilionis_Klein_2019_p4t1,11,Zilionis_Klein_2019
1084,Macrophage alveolar,Zilionis_Klein_2019_p4t2,21,Zilionis_Klein_2019
1085,Macrophage alveolar,Zilionis_Klein_2019_p4t3,24,Zilionis_Klein_2019
1086,Macrophage alveolar,Zilionis_Klein_2019_p6t1,70,Zilionis_Klein_2019
1087,Macrophage alveolar,Zilionis_Klein_2019_p6t2,30,Zilionis_Klein_2019
1088,Mast cell,Chen_Zhang_2020_NSCLC-1,10,Chen_Zhang_2020
1089,Mast cell,Chen_Zhang_2020_NSCLC-2,78,Chen_Zhang_2020
1090,Mast cell,Chen_Zhang_2020_NSCLC-3,47,Chen_Zhang_2020
1091,Mast cell,Chen_Zhang_2020_NSCLC-6,201,Chen_Zhang_2020
1092,Mast cell,Chen_Zhang_2020_NSCLC-7,3,Chen_Zhang_2020
1093,Mast cell,Chen_Zhang_2020_NSCLC-11,780,Chen_Zhang_2020
1094,Mast cell,He_Fan_2021_LUAD1,189,He_Fan_2021
1095,Mast cell,He_Fan_2021_LUAD2,172,He_Fan_2021
1096,Mast cell,He_Fan_2021_LUAD3,46,He_Fan_2021
1097,Mast cell,He_Fan_2021_LUAD4,54,He_Fan_2021
1098,Mast cell,He_Fan_2021_LUAD5,41,He_Fan_2021
1099,Mast cell,Kim_Lee_2020_LUNG_T06,86,Kim_Lee_2020
1100,Mast cell,Kim_Lee_2020_LUNG_T08,87,Kim_Lee_2020
1101,Mast cell,Kim_Lee_2020_LUNG_T09,51,Kim_Lee_2020
1102,Mast cell,Kim_Lee_2020_LUNG_T18,80,Kim_Lee_2020
1103,Mast cell,Kim_Lee_2020_LUNG_T19,366,Kim_Lee_2020
1104,Mast cell,Kim_Lee_2020_LUNG_T20,77,Kim_Lee_2020
1105,Mast cell,Kim_Lee_2020_LUNG_T25,172,Kim_Lee_2020
1106,Mast cell,Kim_Lee_2020_LUNG_T30,453,Kim_Lee_2020
1107,Mast cell,Kim_Lee_2020_LUNG_T34,38,Kim_Lee_2020
1108,Mast cell,Lambrechts_Thienpont_2018_6149v1_BT1A,1,Lambrechts_Thienpont_2018_6149v1
1109,Mast cell,Lambrechts_Thienpont_2018_6149v1_BT1B,2,Lambrechts_Thienpont_2018_6149v1
1110,Mast cell,Lambrechts_Thienpont_2018_6149v1_BT1C,7,Lambrechts_Thienpont_2018_6149v1
1111,Mast cell,Lambrechts_Thienpont_2018_6149v1_BT2A,11,Lambrechts_Thienpont_2018_6149v1
1112,Mast cell,Lambrechts_Thienpont_2018_6149v1_BT2B,66,Lambrechts_Thienpont_2018_6149v1
1113,Mast cell,Lambrechts_Thienpont_2018_6149v1_BT1249,2,Lambrechts_Thienpont_2018_6149v1
1114,Mast cell,Lambrechts_Thienpont_2018_6149v2_BT1295,7,Lambrechts_Thienpont_2018_6149v2
1115,Mast cell,Lambrechts_Thienpont_2018_6149v2_BT1296,10,Lambrechts_Thienpont_2018_6149v2
1116,Mast cell,Lambrechts_Thienpont_2018_6149v2_BT1297,6,Lambrechts_Thienpont_2018_6149v2
1117,Mast cell,Lambrechts_Thienpont_2018_6149v2_BT1298,17,Lambrechts_Thienpont_2018_6149v2
1118,Mast cell,Lambrechts_Thienpont_2018_6149v2_BT1299,27,Lambrechts_Thienpont_2018_6149v2
1119,Mast cell,Lambrechts_Thienpont_2018_6149v2_BT1300,70,Lambrechts_Thienpont_2018_6149v2
1120,Mast cell,Lambrechts_Thienpont_2018_6653_BT1375,60,Lambrechts_Thienpont_2018_6653
1121,Mast cell,Lambrechts_Thienpont_2018_6653_BT1376,55,Lambrechts_Thienpont_2018_6653
1122,Mast cell,Lambrechts_Thienpont_2018_6653_BT1377,10,Lambrechts_Thienpont_2018_6653
1123,Mast cell,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,37,Lambrechts_Thienpont_2018_6653
1124,Mast cell,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,69,Lambrechts_Thienpont_2018_6653
1125,Mast cell,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,103,Lambrechts_Thienpont_2018_6653
1126,Mast cell,Laughney_Massague_2020_GSM3516662,6,Laughney_Massague_2020
1127,Mast cell,Laughney_Massague_2020_GSM3516663,1,Laughney_Massague_2020
1128,Mast cell,Laughney_Massague_2020_GSM3516667,98,Laughney_Massague_2020
1129,Mast cell,Laughney_Massague_2020_GSM3516669,13,Laughney_Massague_2020
1130,Mast cell,Laughney_Massague_2020_GSM3516670,0,Laughney_Massague_2020
1131,Mast cell,Laughney_Massague_2020_GSM3516672,25,Laughney_Massague_2020
1132,Mast cell,Laughney_Massague_2020_GSM3516674,2,Laughney_Massague_2020
1133,Mast cell,Maynard_Bivona_2020_LT_S66,111,Maynard_Bivona_2020
1134,Mast cell,UKIM-V-2_P4_tumor_primary,16,UKIM-V-2
1135,Mast cell,UKIM-V-2_P5_tumor_primary,15,UKIM-V-2
1136,Mast cell,UKIM-V-2_P6_tumor_primary,52,UKIM-V-2
1137,Mast cell,UKIM-V-2_P8_tumor_primary,7,UKIM-V-2
1138,Mast cell,UKIM-V-2_P9_tumor_primary,74,UKIM-V-2
1139,Mast cell,UKIM-V-2_P10_tumor_primary,80,UKIM-V-2
1140,Mast cell,UKIM-V-2_P13_tumor_primary,155,UKIM-V-2
1141,Mast cell,UKIM-V-2_P14_tumor_primary,77,UKIM-V-2
1142,Mast cell,UKIM-V-2_P16_tumor_primary,57,UKIM-V-2
1143,Mast cell,UKIM-V-2_P17_tumor_primary,63,UKIM-V-2
1144,Mast cell,UKIM-V_P1_tumor_primary,3,UKIM-V
1145,Mast cell,UKIM-V_P2_tumor_primary,53,UKIM-V
1146,Mast cell,UKIM-V_P3_tumor_primary,23,UKIM-V
1147,Mast cell,Zilionis_Klein_2019_p1t1,39,Zilionis_Klein_2019
1148,Mast cell,Zilionis_Klein_2019_p1t2,36,Zilionis_Klein_2019
1149,Mast cell,Zilionis_Klein_2019_p1t3,19,Zilionis_Klein_2019
1150,Mast cell,Zilionis_Klein_2019_p1t4,23,Zilionis_Klein_2019
1151,Mast cell,Zilionis_Klein_2019_p4t1,13,Zilionis_Klein_2019
1152,Mast cell,Zilionis_Klein_2019_p4t2,7,Zilionis_Klein_2019
1153,Mast cell,Zilionis_Klein_2019_p4t3,12,Zilionis_Klein_2019
1154,Mast cell,Zilionis_Klein_2019_p6t1,19,Zilionis_Klein_2019
1155,Mast cell,Zilionis_Klein_2019_p6t2,20,Zilionis_Klein_2019
1156,Mesothelial,Chen_Zhang_2020_NSCLC-1,0,Chen_Zhang_2020
1157,Mesothelial,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
1158,Mesothelial,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
1159,Mesothelial,Chen_Zhang_2020_NSCLC-6,5,Chen_Zhang_2020
1160,Mesothelial,Chen_Zhang_2020_NSCLC-7,0,Chen_Zhang_2020
1161,Mesothelial,Chen_Zhang_2020_NSCLC-11,1,Chen_Zhang_2020
1162,Mesothelial,He_Fan_2021_LUAD1,0,He_Fan_2021
1163,Mesothelial,He_Fan_2021_LUAD2,0,He_Fan_2021
1164,Mesothelial,He_Fan_2021_LUAD3,0,He_Fan_2021
1165,Mesothelial,He_Fan_2021_LUAD4,0,He_Fan_2021
1166,Mesothelial,He_Fan_2021_LUAD5,0,He_Fan_2021
1167,Mesothelial,Kim_Lee_2020_LUNG_T06,1,Kim_Lee_2020
1168,Mesothelial,Kim_Lee_2020_LUNG_T08,0,Kim_Lee_2020
1169,Mesothelial,Kim_Lee_2020_LUNG_T09,0,Kim_Lee_2020
1170,Mesothelial,Kim_Lee_2020_LUNG_T18,0,Kim_Lee_2020
1171,Mesothelial,Kim_Lee_2020_LUNG_T19,0,Kim_Lee_2020
1172,Mesothelial,Kim_Lee_2020_LUNG_T20,0,Kim_Lee_2020
1173,Mesothelial,Kim_Lee_2020_LUNG_T25,0,Kim_Lee_2020
1174,Mesothelial,Kim_Lee_2020_LUNG_T30,0,Kim_Lee_2020
1175,Mesothelial,Kim_Lee_2020_LUNG_T34,1,Kim_Lee_2020
1176,Mesothelial,Lambrechts_Thienpont_2018_6149v1_BT1A,0,Lambrechts_Thienpont_2018_6149v1
1177,Mesothelial,Lambrechts_Thienpont_2018_6149v1_BT1B,0,Lambrechts_Thienpont_2018_6149v1
1178,Mesothelial,Lambrechts_Thienpont_2018_6149v1_BT1C,0,Lambrechts_Thienpont_2018_6149v1
1179,Mesothelial,Lambrechts_Thienpont_2018_6149v1_BT2A,0,Lambrechts_Thienpont_2018_6149v1
1180,Mesothelial,Lambrechts_Thienpont_2018_6149v1_BT2B,0,Lambrechts_Thienpont_2018_6149v1
1181,Mesothelial,Lambrechts_Thienpont_2018_6149v1_BT1249,0,Lambrechts_Thienpont_2018_6149v1
1182,Mesothelial,Lambrechts_Thienpont_2018_6149v2_BT1295,0,Lambrechts_Thienpont_2018_6149v2
1183,Mesothelial,Lambrechts_Thienpont_2018_6149v2_BT1296,0,Lambrechts_Thienpont_2018_6149v2
1184,Mesothelial,Lambrechts_Thienpont_2018_6149v2_BT1297,0,Lambrechts_Thienpont_2018_6149v2
1185,Mesothelial,Lambrechts_Thienpont_2018_6149v2_BT1298,0,Lambrechts_Thienpont_2018_6149v2
1186,Mesothelial,Lambrechts_Thienpont_2018_6149v2_BT1299,2,Lambrechts_Thienpont_2018_6149v2
1187,Mesothelial,Lambrechts_Thienpont_2018_6149v2_BT1300,0,Lambrechts_Thienpont_2018_6149v2
1188,Mesothelial,Lambrechts_Thienpont_2018_6653_BT1375,0,Lambrechts_Thienpont_2018_6653
1189,Mesothelial,Lambrechts_Thienpont_2018_6653_BT1376,0,Lambrechts_Thienpont_2018_6653
1190,Mesothelial,Lambrechts_Thienpont_2018_6653_BT1377,0,Lambrechts_Thienpont_2018_6653
1191,Mesothelial,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,0,Lambrechts_Thienpont_2018_6653
1192,Mesothelial,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,0,Lambrechts_Thienpont_2018_6653
1193,Mesothelial,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,0,Lambrechts_Thienpont_2018_6653
1194,Mesothelial,Laughney_Massague_2020_GSM3516662,0,Laughney_Massague_2020
1195,Mesothelial,Laughney_Massague_2020_GSM3516663,0,Laughney_Massague_2020
1196,Mesothelial,Laughney_Massague_2020_GSM3516667,0,Laughney_Massague_2020
1197,Mesothelial,Laughney_Massague_2020_GSM3516669,0,Laughney_Massague_2020
1198,Mesothelial,Laughney_Massague_2020_GSM3516670,0,Laughney_Massague_2020
1199,Mesothelial,Laughney_Massague_2020_GSM3516672,3,Laughney_Massague_2020
1200,Mesothelial,Laughney_Massague_2020_GSM3516674,0,Laughney_Massague_2020
1201,Mesothelial,Maynard_Bivona_2020_LT_S66,0,Maynard_Bivona_2020
1202,Mesothelial,UKIM-V-2_P4_tumor_primary,0,UKIM-V-2
1203,Mesothelial,UKIM-V-2_P5_tumor_primary,0,UKIM-V-2
1204,Mesothelial,UKIM-V-2_P6_tumor_primary,5,UKIM-V-2
1205,Mesothelial,UKIM-V-2_P8_tumor_primary,0,UKIM-V-2
1206,Mesothelial,UKIM-V-2_P9_tumor_primary,0,UKIM-V-2
1207,Mesothelial,UKIM-V-2_P10_tumor_primary,5,UKIM-V-2
1208,Mesothelial,UKIM-V-2_P13_tumor_primary,0,UKIM-V-2
1209,Mesothelial,UKIM-V-2_P14_tumor_primary,0,UKIM-V-2
1210,Mesothelial,UKIM-V-2_P16_tumor_primary,0,UKIM-V-2
1211,Mesothelial,UKIM-V-2_P17_tumor_primary,0,UKIM-V-2
1212,Mesothelial,UKIM-V_P1_tumor_primary,0,UKIM-V
1213,Mesothelial,UKIM-V_P2_tumor_primary,4,UKIM-V
1214,Mesothelial,UKIM-V_P3_tumor_primary,2,UKIM-V
1215,Mesothelial,Zilionis_Klein_2019_p1t1,0,Zilionis_Klein_2019
1216,Mesothelial,Zilionis_Klein_2019_p1t2,0,Zilionis_Klein_2019
1217,Mesothelial,Zilionis_Klein_2019_p1t3,0,Zilionis_Klein_2019
1218,Mesothelial,Zilionis_Klein_2019_p1t4,0,Zilionis_Klein_2019
