,cell_type_adjusted,sample,0,dataset
1222,Mesothelial,Zilionis_Klein_2019_p6t1,0,Zilionis_Klein_2019
1223,Mesothelial,Zilionis_Klein_2019_p6t2,0,Zilionis_Klein_2019
1224,Monocyte classical,Chen_Zhang_2020_NSCLC-1,14,Chen_Zhang_2020
1225,Monocyte classical,Chen_Zhang_2020_NSCLC-2,23,Chen_Zhang_2020
1226,Monocyte classical,Chen_Zhang_2020_NSCLC-3,35,Chen_Zhang_2020
1227,Monocyte classical,Chen_Zhang_2020_NSCLC-6,731,Chen_Zhang_2020
1228,Monocyte classical,Chen_Zhang_2020_NSCLC-7,990,Chen_Zhang_2020
1229,Monocyte classical,Chen_Zhang_2020_NSCLC-11,356,Chen_Zhang_2020
1230,Monocyte classical,He_Fan_2021_LUAD1,61,He_Fan_2021
1231,Monocyte classical,He_Fan_2021_LUAD2,118,He_Fan_2021
1232,Monocyte classical,He_Fan_2021_LUAD3,62,He_Fan_2021
1233,Monocyte classical,He_Fan_2021_LUAD4,124,He_Fan_2021
1234,Monocyte classical,He_Fan_2021_LUAD5,54,He_Fan_2021
1235,Monocyte classical,Kim_Lee_2020_LUNG_T06,34,Kim_Lee_2020
1236,Monocyte classical,Kim_Lee_2020_LUNG_T08,9,Kim_Lee_2020
1237,Monocyte classical,Kim_Lee_2020_LUNG_T09,120,Kim_Lee_2020
1238,Monocyte classical,Kim_Lee_2020_LUNG_T18,75,Kim_Lee_2020
1239,Monocyte classical,Kim_Lee_2020_LUNG_T19,151,Kim_Lee_2020
1240,Monocyte classical,Kim_Lee_2020_LUNG_T20,40,Kim_Lee_2020
1241,Monocyte classical,Kim_Lee_2020_LUNG_T25,105,Kim_Lee_2020
1242,Monocyte classical,Kim_Lee_2020_LUNG_T30,84,Kim_Lee_2020
1243,Monocyte classical,Kim_Lee_2020_LUNG_T34,21,Kim_Lee_2020
1244,Monocyte classical,Lambrechts_Thienpont_2018_6149v1_BT1A,8,Lambrechts_Thienpont_2018_6149v1
1245,Monocyte classical,Lambrechts_Thienpont_2018_6149v1_BT1B,8,Lambrechts_Thienpont_2018_6149v1
1246,Monocyte classical,Lambrechts_Thienpont_2018_6149v1_BT1C,17,Lambrechts_Thienpont_2018_6149v1
1247,Monocyte classical,Lambrechts_Thienpont_2018_6149v1_BT2A,14,Lambrechts_Thienpont_2018_6149v1
1248,Monocyte classical,Lambrechts_Thienpont_2018_6149v1_BT2B,12,Lambrechts_Thienpont_2018_6149v1
1249,Monocyte classical,Lambrechts_Thienpont_2018_6149v1_BT1249,3,Lambrechts_Thienpont_2018_6149v1
1250,Monocyte classical,Lambrechts_Thienpont_2018_6149v2_BT1295,58,Lambrechts_Thienpont_2018_6149v2
1251,Monocyte classical,Lambrechts_Thienpont_2018_6149v2_BT1296,153,Lambrechts_Thienpont_2018_6149v2
1252,Monocyte classical,Lambrechts_Thienpont_2018_6149v2_BT1297,64,Lambrechts_Thienpont_2018_6149v2
1253,Monocyte classical,Lambrechts_Thienpont_2018_6149v2_BT1298,15,Lambrechts_Thienpont_2018_6149v2
1254,Monocyte classical,Lambrechts_Thienpont_2018_6149v2_BT1299,40,Lambrechts_Thienpont_2018_6149v2
1255,Monocyte classical,Lambrechts_Thienpont_2018_6149v2_BT1300,30,Lambrechts_Thienpont_2018_6149v2
1256,Monocyte classical,Lambrechts_Thienpont_2018_6653_BT1375,8,Lambrechts_Thienpont_2018_6653
1257,Monocyte classical,Lambrechts_Thienpont_2018_6653_BT1376,12,Lambrechts_Thienpont_2018_6653
1258,Monocyte classical,Lambrechts_Thienpont_2018_6653_BT1377,10,Lambrechts_Thienpont_2018_6653
1259,Monocyte classical,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,105,Lambrechts_Thienpont_2018_6653
1260,Monocyte classical,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,148,Lambrechts_Thienpont_2018_6653
1261,Monocyte classical,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,136,Lambrechts_Thienpont_2018_6653
1262,Monocyte classical,Laughney_Massague_2020_GSM3516662,2,Laughney_Massague_2020
1263,Monocyte classical,Laughney_Massague_2020_GSM3516663,75,Laughney_Massague_2020
1264,Monocyte classical,Laughney_Massague_2020_GSM3516667,17,Laughney_Massague_2020
1265,Monocyte classical,Laughney_Massague_2020_GSM3516669,49,Laughney_Massague_2020
1266,Monocyte classical,Laughney_Massague_2020_GSM3516670,5,Laughney_Massague_2020
1267,Monocyte classical,Laughney_Massague_2020_GSM3516672,50,Laughney_Massague_2020
1268,Monocyte classical,Laughney_Massague_2020_GSM3516674,2,Laughney_Massague_2020
1269,Monocyte classical,Maynard_Bivona_2020_LT_S66,40,Maynard_Bivona_2020
1270,Monocyte classical,UKIM-V-2_P4_tumor_primary,28,UKIM-V-2
1271,Monocyte classical,UKIM-V-2_P5_tumor_primary,44,UKIM-V-2
1272,Monocyte classical,UKIM-V-2_P6_tumor_primary,313,UKIM-V-2
1273,Monocyte classical,UKIM-V-2_P8_tumor_primary,12,UKIM-V-2
1274,Monocyte classical,UKIM-V-2_P9_tumor_primary,65,UKIM-V-2
1275,Monocyte classical,UKIM-V-2_P10_tumor_primary,208,UKIM-V-2
1276,Monocyte classical,UKIM-V-2_P13_tumor_primary,85,UKIM-V-2
1277,Monocyte classical,UKIM-V-2_P14_tumor_primary,100,UKIM-V-2
1278,Monocyte classical,UKIM-V-2_P16_tumor_primary,42,UKIM-V-2
1279,Monocyte classical,UKIM-V-2_P17_tumor_primary,84,UKIM-V-2
1280,Monocyte classical,UKIM-V_P1_tumor_primary,11,UKIM-V
1281,Monocyte classical,UKIM-V_P2_tumor_primary,108,UKIM-V
1282,Monocyte classical,UKIM-V_P3_tumor_primary,103,UKIM-V
1283,Monocyte classical,Zilionis_Klein_2019_p1t1,184,Zilionis_Klein_2019
1284,Monocyte classical,Zilionis_Klein_2019_p1t2,183,Zilionis_Klein_2019
1285,Monocyte classical,Zilionis_Klein_2019_p1t3,65,Zilionis_Klein_2019
1286,Monocyte classical,Zilionis_Klein_2019_p1t4,81,Zilionis_Klein_2019
1287,Monocyte classical,Zilionis_Klein_2019_p4t1,9,Zilionis_Klein_2019
1288,Monocyte classical,Zilionis_Klein_2019_p4t2,18,Zilionis_Klein_2019
1289,Monocyte classical,Zilionis_Klein_2019_p4t3,22,Zilionis_Klein_2019
1290,Monocyte classical,Zilionis_Klein_2019_p6t1,38,Zilionis_Klein_2019
1291,Monocyte classical,Zilionis_Klein_2019_p6t2,41,Zilionis_Klein_2019
1292,Monocyte non-classical,Chen_Zhang_2020_NSCLC-1,0,Chen_Zhang_2020
1293,Monocyte non-classical,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
1294,Monocyte non-classical,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
1295,Monocyte non-classical,Chen_Zhang_2020_NSCLC-6,13,Chen_Zhang_2020
1296,Monocyte non-classical,Chen_Zhang_2020_NSCLC-7,14,Chen_Zhang_2020
1297,Monocyte non-classical,Chen_Zhang_2020_NSCLC-11,0,Chen_Zhang_2020
1298,Monocyte non-classical,He_Fan_2021_LUAD1,1,He_Fan_2021
1299,Monocyte non-classical,He_Fan_2021_LUAD2,1,He_Fan_2021
1300,Monocyte non-classical,He_Fan_2021_LUAD3,10,He_Fan_2021
1301,Monocyte non-classical,He_Fan_2021_LUAD4,3,He_Fan_2021
1302,Monocyte non-classical,He_Fan_2021_LUAD5,0,He_Fan_2021
1303,Monocyte non-classical,Kim_Lee_2020_LUNG_T06,2,Kim_Lee_2020
1304,Monocyte non-classical,Kim_Lee_2020_LUNG_T08,0,Kim_Lee_2020
1305,Monocyte non-classical,Kim_Lee_2020_LUNG_T09,10,Kim_Lee_2020
1306,Monocyte non-classical,Kim_Lee_2020_LUNG_T18,3,Kim_Lee_2020
1307,Monocyte non-classical,Kim_Lee_2020_LUNG_T19,16,Kim_Lee_2020
1308,Monocyte non-classical,Kim_Lee_2020_LUNG_T20,2,Kim_Lee_2020
1309,Monocyte non-classical,Kim_Lee_2020_LUNG_T25,5,Kim_Lee_2020
1310,Monocyte non-classical,Kim_Lee_2020_LUNG_T30,17,Kim_Lee_2020
1311,Monocyte non-classical,Kim_Lee_2020_LUNG_T34,2,Kim_Lee_2020
1312,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v1_BT1A,0,Lambrechts_Thienpont_2018_6149v1
1313,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v1_BT1B,0,Lambrechts_Thienpont_2018_6149v1
1314,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v1_BT1C,3,Lambrechts_Thienpont_2018_6149v1
1315,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v1_BT2A,8,Lambrechts_Thienpont_2018_6149v1
1316,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v1_BT2B,9,Lambrechts_Thienpont_2018_6149v1
1317,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v1_BT1249,0,Lambrechts_Thienpont_2018_6149v1
1318,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v2_BT1295,6,Lambrechts_Thienpont_2018_6149v2
1319,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v2_BT1296,10,Lambrechts_Thienpont_2018_6149v2
1320,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v2_BT1297,7,Lambrechts_Thienpont_2018_6149v2
1321,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v2_BT1298,4,Lambrechts_Thienpont_2018_6149v2
1322,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v2_BT1299,29,Lambrechts_Thienpont_2018_6149v2
1323,Monocyte non-classical,Lambrechts_Thienpont_2018_6149v2_BT1300,5,Lambrechts_Thienpont_2018_6149v2
1324,Monocyte non-classical,Lambrechts_Thienpont_2018_6653_BT1375,1,Lambrechts_Thienpont_2018_6653
1325,Monocyte non-classical,Lambrechts_Thienpont_2018_6653_BT1376,1,Lambrechts_Thienpont_2018_6653
1326,Monocyte non-classical,Lambrechts_Thienpont_2018_6653_BT1377,1,Lambrechts_Thienpont_2018_6653
1327,Monocyte non-classical,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,25,Lambrechts_Thienpont_2018_6653
1328,Monocyte non-classical,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,41,Lambrechts_Thienpont_2018_6653
1329,Monocyte non-classical,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,32,Lambrechts_Thienpont_2018_6653
1330,Monocyte non-classical,Laughney_Massague_2020_GSM3516662,0,Laughney_Massague_2020
1331,Monocyte non-classical,Laughney_Massague_2020_GSM3516663,2,Laughney_Massague_2020
1332,Monocyte non-classical,Laughney_Massague_2020_GSM3516667,1,Laughney_Massague_2020
1333,Monocyte non-classical,Laughney_Massague_2020_GSM3516669,11,Laughney_Massague_2020
1334,Monocyte non-classical,Laughney_Massague_2020_GSM3516670,1,Laughney_Massague_2020
1335,Monocyte non-classical,Laughney_Massague_2020_GSM3516672,1,Laughney_Massague_2020
1336,Monocyte non-classical,Laughney_Massague_2020_GSM3516674,0,Laughney_Massague_2020
1337,Monocyte non-classical,Maynard_Bivona_2020_LT_S66,3,Maynard_Bivona_2020
1338,Monocyte non-classical,UKIM-V-2_P4_tumor_primary,0,UKIM-V-2
1339,Monocyte non-classical,UKIM-V-2_P5_tumor_primary,7,UKIM-V-2
1340,Monocyte non-classical,UKIM-V-2_P6_tumor_primary,19,UKIM-V-2
1341,Monocyte non-classical,UKIM-V-2_P8_tumor_primary,2,UKIM-V-2
1342,Monocyte non-classical,UKIM-V-2_P9_tumor_primary,14,UKIM-V-2
1343,Monocyte non-classical,UKIM-V-2_P10_tumor_primary,85,UKIM-V-2
1344,Monocyte non-classical,UKIM-V-2_P13_tumor_primary,27,UKIM-V-2
1345,Monocyte non-classical,UKIM-V-2_P14_tumor_primary,32,UKIM-V-2
1346,Monocyte non-classical,UKIM-V-2_P16_tumor_primary,18,UKIM-V-2
1347,Monocyte non-classical,UKIM-V-2_P17_tumor_primary,3,UKIM-V-2
1348,Monocyte non-classical,UKIM-V_P1_tumor_primary,2,UKIM-V
1349,Monocyte non-classical,UKIM-V_P2_tumor_primary,1,UKIM-V
1350,Monocyte non-classical,UKIM-V_P3_tumor_primary,57,UKIM-V
1351,Monocyte non-classical,Zilionis_Klein_2019_p1t1,1,Zilionis_Klein_2019
1352,Monocyte non-classical,Zilionis_Klein_2019_p1t2,1,Zilionis_Klein_2019
1353,Monocyte non-classical,Zilionis_Klein_2019_p1t3,2,Zilionis_Klein_2019
1354,Monocyte non-classical,Zilionis_Klein_2019_p1t4,2,Zilionis_Klein_2019
1355,Monocyte non-classical,Zilionis_Klein_2019_p4t1,0,Zilionis_Klein_2019
1356,Monocyte non-classical,Zilionis_Klein_2019_p4t2,0,Zilionis_Klein_2019
1357,Monocyte non-classical,Zilionis_Klein_2019_p4t3,1,Zilionis_Klein_2019
1358,Monocyte non-classical,Zilionis_Klein_2019_p6t1,1,Zilionis_Klein_2019
1359,Monocyte non-classical,Zilionis_Klein_2019_p6t2,1,Zilionis_Klein_2019
1360,NK cell,Chen_Zhang_2020_NSCLC-1,48,Chen_Zhang_2020
1361,NK cell,Chen_Zhang_2020_NSCLC-2,46,Chen_Zhang_2020
1362,NK cell,Chen_Zhang_2020_NSCLC-3,70,Chen_Zhang_2020
1363,NK cell,Chen_Zhang_2020_NSCLC-6,462,Chen_Zhang_2020
1364,NK cell,Chen_Zhang_2020_NSCLC-7,335,Chen_Zhang_2020
1365,NK cell,Chen_Zhang_2020_NSCLC-11,229,Chen_Zhang_2020
1366,NK cell,He_Fan_2021_LUAD1,140,He_Fan_2021
1367,NK cell,He_Fan_2021_LUAD2,251,He_Fan_2021
1368,NK cell,He_Fan_2021_LUAD3,78,He_Fan_2021
1369,NK cell,He_Fan_2021_LUAD4,44,He_Fan_2021
1370,NK cell,He_Fan_2021_LUAD5,154,He_Fan_2021
1371,NK cell,Kim_Lee_2020_LUNG_T06,46,Kim_Lee_2020
1372,NK cell,Kim_Lee_2020_LUNG_T08,37,Kim_Lee_2020
1373,NK cell,Kim_Lee_2020_LUNG_T09,125,Kim_Lee_2020
1374,NK cell,Kim_Lee_2020_LUNG_T18,30,Kim_Lee_2020
1375,NK cell,Kim_Lee_2020_LUNG_T19,191,Kim_Lee_2020
1376,NK cell,Kim_Lee_2020_LUNG_T20,85,Kim_Lee_2020
1377,NK cell,Kim_Lee_2020_LUNG_T25,87,Kim_Lee_2020
1378,NK cell,Kim_Lee_2020_LUNG_T30,153,Kim_Lee_2020
1379,NK cell,Kim_Lee_2020_LUNG_T34,59,Kim_Lee_2020
1380,NK cell,Lambrechts_Thienpont_2018_6149v1_BT1A,12,Lambrechts_Thienpont_2018_6149v1
1381,NK cell,Lambrechts_Thienpont_2018_6149v1_BT1B,10,Lambrechts_Thienpont_2018_6149v1
1382,NK cell,Lambrechts_Thienpont_2018_6149v1_BT1C,23,Lambrechts_Thienpont_2018_6149v1
1383,NK cell,Lambrechts_Thienpont_2018_6149v1_BT2A,45,Lambrechts_Thienpont_2018_6149v1
1384,NK cell,Lambrechts_Thienpont_2018_6149v1_BT2B,60,Lambrechts_Thienpont_2018_6149v1
1385,NK cell,Lambrechts_Thienpont_2018_6149v1_BT1249,9,Lambrechts_Thienpont_2018_6149v1
1386,NK cell,Lambrechts_Thienpont_2018_6149v2_BT1295,32,Lambrechts_Thienpont_2018_6149v2
1387,NK cell,Lambrechts_Thienpont_2018_6149v2_BT1296,55,Lambrechts_Thienpont_2018_6149v2
1388,NK cell,Lambrechts_Thienpont_2018_6149v2_BT1297,58,Lambrechts_Thienpont_2018_6149v2
1389,NK cell,Lambrechts_Thienpont_2018_6149v2_BT1298,35,Lambrechts_Thienpont_2018_6149v2
1390,NK cell,Lambrechts_Thienpont_2018_6149v2_BT1299,135,Lambrechts_Thienpont_2018_6149v2
1391,NK cell,Lambrechts_Thienpont_2018_6149v2_BT1300,61,Lambrechts_Thienpont_2018_6149v2
1392,NK cell,Lambrechts_Thienpont_2018_6653_BT1375,75,Lambrechts_Thienpont_2018_6653
1393,NK cell,Lambrechts_Thienpont_2018_6653_BT1376,41,Lambrechts_Thienpont_2018_6653
1394,NK cell,Lambrechts_Thienpont_2018_6653_BT1377,10,Lambrechts_Thienpont_2018_6653
1395,NK cell,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,115,Lambrechts_Thienpont_2018_6653
1396,NK cell,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,140,Lambrechts_Thienpont_2018_6653
1397,NK cell,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,132,Lambrechts_Thienpont_2018_6653
1398,NK cell,Laughney_Massague_2020_GSM3516662,0,Laughney_Massague_2020
1399,NK cell,Laughney_Massague_2020_GSM3516663,98,Laughney_Massague_2020
1400,NK cell,Laughney_Massague_2020_GSM3516667,51,Laughney_Massague_2020
1401,NK cell,Laughney_Massague_2020_GSM3516669,2,Laughney_Massague_2020
1402,NK cell,Laughney_Massague_2020_GSM3516670,22,Laughney_Massague_2020
1403,NK cell,Laughney_Massague_2020_GSM3516672,49,Laughney_Massague_2020
1404,NK cell,Laughney_Massague_2020_GSM3516674,0,Laughney_Massague_2020
1405,NK cell,Maynard_Bivona_2020_LT_S66,11,Maynard_Bivona_2020
1406,NK cell,UKIM-V-2_P4_tumor_primary,40,UKIM-V-2
1407,NK cell,UKIM-V-2_P5_tumor_primary,158,UKIM-V-2
1408,NK cell,UKIM-V-2_P6_tumor_primary,115,UKIM-V-2
1409,NK cell,UKIM-V-2_P8_tumor_primary,18,UKIM-V-2
1410,NK cell,UKIM-V-2_P9_tumor_primary,299,UKIM-V-2
1411,NK cell,UKIM-V-2_P10_tumor_primary,491,UKIM-V-2
1412,NK cell,UKIM-V-2_P13_tumor_primary,320,UKIM-V-2
1413,NK cell,UKIM-V-2_P14_tumor_primary,198,UKIM-V-2
1414,NK cell,UKIM-V-2_P16_tumor_primary,156,UKIM-V-2
1415,NK cell,UKIM-V-2_P17_tumor_primary,21,UKIM-V-2
1416,NK cell,UKIM-V_P1_tumor_primary,50,UKIM-V
1417,NK cell,UKIM-V_P2_tumor_primary,66,UKIM-V
1418,NK cell,UKIM-V_P3_tumor_primary,325,UKIM-V
1419,NK cell,Zilionis_Klein_2019_p1t1,24,Zilionis_Klein_2019
1420,NK cell,Zilionis_Klein_2019_p1t2,32,Zilionis_Klein_2019
1421,NK cell,Zilionis_Klein_2019_p1t3,24,Zilionis_Klein_2019
1422,NK cell,Zilionis_Klein_2019_p1t4,24,Zilionis_Klein_2019
1423,NK cell,Zilionis_Klein_2019_p4t1,19,Zilionis_Klein_2019
1424,NK cell,Zilionis_Klein_2019_p4t2,8,Zilionis_Klein_2019
1425,NK cell,Zilionis_Klein_2019_p4t3,16,Zilionis_Klein_2019
1426,NK cell,Zilionis_Klein_2019_p6t1,17,Zilionis_Klein_2019
1427,NK cell,Zilionis_Klein_2019_p6t2,13,Zilionis_Klein_2019
1428,NK cell dividing,Chen_Zhang_2020_NSCLC-1,0,Chen_Zhang_2020
1429,NK cell dividing,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
1430,NK cell dividing,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
1431,NK cell dividing,Chen_Zhang_2020_NSCLC-6,1,Chen_Zhang_2020
1432,NK cell dividing,Chen_Zhang_2020_NSCLC-7,13,Chen_Zhang_2020
1433,NK cell dividing,Chen_Zhang_2020_NSCLC-11,2,Chen_Zhang_2020
1434,NK cell dividing,He_Fan_2021_LUAD1,2,He_Fan_2021
1435,NK cell dividing,He_Fan_2021_LUAD2,33,He_Fan_2021
1436,NK cell dividing,He_Fan_2021_LUAD3,2,He_Fan_2021
1437,NK cell dividing,He_Fan_2021_LUAD4,1,He_Fan_2021
1438,NK cell dividing,He_Fan_2021_LUAD5,4,He_Fan_2021
1439,NK cell dividing,Kim_Lee_2020_LUNG_T06,0,Kim_Lee_2020
1440,NK cell dividing,Kim_Lee_2020_LUNG_T08,0,Kim_Lee_2020
1441,NK cell dividing,Kim_Lee_2020_LUNG_T09,5,Kim_Lee_2020
1442,NK cell dividing,Kim_Lee_2020_LUNG_T18,3,Kim_Lee_2020
1443,NK cell dividing,Kim_Lee_2020_LUNG_T19,3,Kim_Lee_2020
1444,NK cell dividing,Kim_Lee_2020_LUNG_T20,3,Kim_Lee_2020
1445,NK cell dividing,Kim_Lee_2020_LUNG_T25,1,Kim_Lee_2020
1446,NK cell dividing,Kim_Lee_2020_LUNG_T30,2,Kim_Lee_2020
1447,NK cell dividing,Kim_Lee_2020_LUNG_T34,0,Kim_Lee_2020
1448,NK cell dividing,Lambrechts_Thienpont_2018_6149v1_BT1A,0,Lambrechts_Thienpont_2018_6149v1
1449,NK cell dividing,Lambrechts_Thienpont_2018_6149v1_BT1B,0,Lambrechts_Thienpont_2018_6149v1
1450,NK cell dividing,Lambrechts_Thienpont_2018_6149v1_BT1C,0,Lambrechts_Thienpont_2018_6149v1
1451,NK cell dividing,Lambrechts_Thienpont_2018_6149v1_BT2A,2,Lambrechts_Thienpont_2018_6149v1
1452,NK cell dividing,Lambrechts_Thienpont_2018_6149v1_BT2B,0,Lambrechts_Thienpont_2018_6149v1
1453,NK cell dividing,Lambrechts_Thienpont_2018_6149v1_BT1249,0,Lambrechts_Thienpont_2018_6149v1
1454,NK cell dividing,Lambrechts_Thienpont_2018_6149v2_BT1295,1,Lambrechts_Thienpont_2018_6149v2
1455,NK cell dividing,Lambrechts_Thienpont_2018_6149v2_BT1296,1,Lambrechts_Thienpont_2018_6149v2
1456,NK cell dividing,Lambrechts_Thienpont_2018_6149v2_BT1297,2,Lambrechts_Thienpont_2018_6149v2
1457,NK cell dividing,Lambrechts_Thienpont_2018_6149v2_BT1298,0,Lambrechts_Thienpont_2018_6149v2
1458,NK cell dividing,Lambrechts_Thienpont_2018_6149v2_BT1299,3,Lambrechts_Thienpont_2018_6149v2
1459,NK cell dividing,Lambrechts_Thienpont_2018_6149v2_BT1300,0,Lambrechts_Thienpont_2018_6149v2
1460,NK cell dividing,Lambrechts_Thienpont_2018_6653_BT1375,0,Lambrechts_Thienpont_2018_6653
1461,NK cell dividing,Lambrechts_Thienpont_2018_6653_BT1376,1,Lambrechts_Thienpont_2018_6653
1462,NK cell dividing,Lambrechts_Thienpont_2018_6653_BT1377,0,Lambrechts_Thienpont_2018_6653
1463,NK cell dividing,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,2,Lambrechts_Thienpont_2018_6653
1464,NK cell dividing,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,3,Lambrechts_Thienpont_2018_6653
1465,NK cell dividing,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,5,Lambrechts_Thienpont_2018_6653
1466,NK cell dividing,Laughney_Massague_2020_GSM3516662,0,Laughney_Massague_2020
1467,NK cell dividing,Laughney_Massague_2020_GSM3516663,6,Laughney_Massague_2020
1468,NK cell dividing,Laughney_Massague_2020_GSM3516667,0,Laughney_Massague_2020
1469,NK cell dividing,Laughney_Massague_2020_GSM3516669,2,Laughney_Massague_2020
1470,NK cell dividing,Laughney_Massague_2020_GSM3516670,2,Laughney_Massague_2020
1471,NK cell dividing,Laughney_Massague_2020_GSM3516672,0,Laughney_Massague_2020
1472,NK cell dividing,Laughney_Massague_2020_GSM3516674,0,Laughney_Massague_2020
1473,NK cell dividing,Maynard_Bivona_2020_LT_S66,0,Maynard_Bivona_2020
1474,NK cell dividing,UKIM-V-2_P4_tumor_primary,0,UKIM-V-2
1475,NK cell dividing,UKIM-V-2_P5_tumor_primary,1,UKIM-V-2
1476,NK cell dividing,UKIM-V-2_P6_tumor_primary,4,UKIM-V-2
1477,NK cell dividing,UKIM-V-2_P8_tumor_primary,0,UKIM-V-2
1478,NK cell dividing,UKIM-V-2_P9_tumor_primary,10,UKIM-V-2
1479,NK cell dividing,UKIM-V-2_P10_tumor_primary,6,UKIM-V-2
1480,NK cell dividing,UKIM-V-2_P13_tumor_primary,4,UKIM-V-2
1481,NK cell dividing,UKIM-V-2_P14_tumor_primary,7,UKIM-V-2
1482,NK cell dividing,UKIM-V-2_P16_tumor_primary,0,UKIM-V-2
1483,NK cell dividing,UKIM-V-2_P17_tumor_primary,1,UKIM-V-2
1484,NK cell dividing,UKIM-V_P1_tumor_primary,0,UKIM-V
1485,NK cell dividing,UKIM-V_P2_tumor_primary,1,UKIM-V
1486,NK cell dividing,UKIM-V_P3_tumor_primary,2,UKIM-V
1487,NK cell dividing,Zilionis_Klein_2019_p1t1,0,Zilionis_Klein_2019
1488,NK cell dividing,Zilionis_Klein_2019_p1t2,2,Zilionis_Klein_2019
1489,NK cell dividing,Zilionis_Klein_2019_p1t3,1,Zilionis_Klein_2019
1490,NK cell dividing,Zilionis_Klein_2019_p1t4,1,Zilionis_Klein_2019
1491,NK cell dividing,Zilionis_Klein_2019_p4t1,0,Zilionis_Klein_2019
1492,NK cell dividing,Zilionis_Klein_2019_p4t2,0,Zilionis_Klein_2019
1493,NK cell dividing,Zilionis_Klein_2019_p4t3,0,Zilionis_Klein_2019
1494,NK cell dividing,Zilionis_Klein_2019_p6t1,0,Zilionis_Klein_2019
1495,NK cell dividing,Zilionis_Klein_2019_p6t2,0,Zilionis_Klein_2019
1496,Neutrophils,Chen_Zhang_2020_NSCLC-1,0,Chen_Zhang_2020
1497,Neutrophils,Chen_Zhang_2020_NSCLC-2,0,Chen_Zhang_2020
1498,Neutrophils,Chen_Zhang_2020_NSCLC-3,0,Chen_Zhang_2020
1499,Neutrophils,Chen_Zhang_2020_NSCLC-6,2,Chen_Zhang_2020
1500,Neutrophils,Chen_Zhang_2020_NSCLC-7,433,Chen_Zhang_2020
1501,Neutrophils,Chen_Zhang_2020_NSCLC-11,346,Chen_Zhang_2020
1502,Neutrophils,He_Fan_2021_LUAD1,0,He_Fan_2021
1503,Neutrophils,He_Fan_2021_LUAD2,0,He_Fan_2021
1504,Neutrophils,He_Fan_2021_LUAD3,0,He_Fan_2021
1505,Neutrophils,He_Fan_2021_LUAD4,0,He_Fan_2021
1506,Neutrophils,He_Fan_2021_LUAD5,0,He_Fan_2021
1507,Neutrophils,Kim_Lee_2020_LUNG_T06,0,Kim_Lee_2020
1508,Neutrophils,Kim_Lee_2020_LUNG_T08,0,Kim_Lee_2020
1509,Neutrophils,Kim_Lee_2020_LUNG_T09,0,Kim_Lee_2020
1510,Neutrophils,Kim_Lee_2020_LUNG_T18,0,Kim_Lee_2020
1511,Neutrophils,Kim_Lee_2020_LUNG_T19,0,Kim_Lee_2020
1512,Neutrophils,Kim_Lee_2020_LUNG_T20,0,Kim_Lee_2020
1513,Neutrophils,Kim_Lee_2020_LUNG_T25,0,Kim_Lee_2020
1514,Neutrophils,Kim_Lee_2020_LUNG_T30,0,Kim_Lee_2020
1515,Neutrophils,Kim_Lee_2020_LUNG_T34,0,Kim_Lee_2020
1516,Neutrophils,Lambrechts_Thienpont_2018_6149v1_BT1A,0,Lambrechts_Thienpont_2018_6149v1
1517,Neutrophils,Lambrechts_Thienpont_2018_6149v1_BT1B,0,Lambrechts_Thienpont_2018_6149v1
1518,Neutrophils,Lambrechts_Thienpont_2018_6149v1_BT1C,0,Lambrechts_Thienpont_2018_6149v1
1519,Neutrophils,Lambrechts_Thienpont_2018_6149v1_BT2A,0,Lambrechts_Thienpont_2018_6149v1
1520,Neutrophils,Lambrechts_Thienpont_2018_6149v1_BT2B,0,Lambrechts_Thienpont_2018_6149v1
1521,Neutrophils,Lambrechts_Thienpont_2018_6149v1_BT1249,0,Lambrechts_Thienpont_2018_6149v1
