cell_type_tumor,sample,0
Endothelial cell lymphatic,UKIM-V_P3_tumor_primary,1
Endothelial cell lymphatic,Zilionis_Klein_2019_p1t1,1
Endothelial cell lymphatic,Zilionis_Klein_2019_p1t2,0
Endothelial cell lymphatic,Zilionis_Klein_2019_p1t3,1
Endothelial cell lymphatic,Zilionis_Klein_2019_p1t4,5
Endothelial cell lymphatic,Zilionis_Klein_2019_p4t1,0
Endothelial cell lymphatic,Zilionis_Klein_2019_p4t2,0
Endothelial cell lymphatic,Zilionis_Klein_2019_p4t3,1
Endothelial cell lymphatic,Zilionis_Klein_2019_p6t1,0
Endothelial cell lymphatic,Zilionis_Klein_2019_p6t2,0
Endothelial cell venous,Chen_Zhang_2020_NSCLC-1,90
Endothelial cell venous,Chen_Zhang_2020_NSCLC-2,50
Endothelial cell venous,Chen_Zhang_2020_NSCLC-3,29
Endothelial cell venous,Chen_Zhang_2020_NSCLC-6,125
Endothelial cell venous,Chen_Zhang_2020_NSCLC-7,34
Endothelial cell venous,Chen_Zhang_2020_NSCLC-11,150
Endothelial cell venous,Guo_Zhang_2018_P0616A_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P0616A_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P0616A_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P0616A_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P0616P_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P0616P_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P0706_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P0706_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P0706_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P0706_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P1010_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1010_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1010_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P1010_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P1118_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1118_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1120_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1120_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1120_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P1120_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P1202_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1202_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1202_TTR,0
Endothelial cell venous,Guo_Zhang_2018_P1202_TTY,0
Endothelial cell venous,Guo_Zhang_2018_P1208_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1208_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1219_TTC,0
Endothelial cell venous,Guo_Zhang_2018_P1219_TTH,0
Endothelial cell venous,Guo_Zhang_2018_P1219_TTY,0
Endothelial cell venous,He_Fan_2021_LUAD1,67
Endothelial cell venous,He_Fan_2021_LUAD2,34
Endothelial cell venous,He_Fan_2021_LUAD3,68
Endothelial cell venous,He_Fan_2021_LUAD4,86
Endothelial cell venous,He_Fan_2021_LUAD5,50
Endothelial cell venous,Kim_Lee_2020_LUNG_T06,33
Endothelial cell venous,Kim_Lee_2020_LUNG_T08,6
Endothelial cell venous,Kim_Lee_2020_LUNG_T09,24
Endothelial cell venous,Kim_Lee_2020_LUNG_T18,13
Endothelial cell venous,Kim_Lee_2020_LUNG_T19,107
Endothelial cell venous,Kim_Lee_2020_LUNG_T20,2
Endothelial cell venous,Kim_Lee_2020_LUNG_T25,15
Endothelial cell venous,Kim_Lee_2020_LUNG_T30,73
Endothelial cell venous,Kim_Lee_2020_LUNG_T34,14
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT1A,0
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT1C,0
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT2A,1
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT2B,4
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v1_BT1249,0
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1295,6
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1296,7
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1297,28
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1298,44
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1299,153
Endothelial cell venous,Lambrechts_Thienpont_2018_6149v2_BT1300,46
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_BT1375,3
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_BT1376,2
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_BT1377,6
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,23
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,29
Endothelial cell venous,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,25
Endothelial cell venous,Laughney_Massague_2020_GSM3516662,4
Endothelial cell venous,Laughney_Massague_2020_GSM3516663,0
Endothelial cell venous,Laughney_Massague_2020_GSM3516667,2
Endothelial cell venous,Laughney_Massague_2020_GSM3516669,15
Endothelial cell venous,Laughney_Massague_2020_GSM3516670,0
Endothelial cell venous,Laughney_Massague_2020_GSM3516672,40
Endothelial cell venous,Laughney_Massague_2020_GSM3516674,0
Endothelial cell venous,Maynard_Bivona_2020_LT_S66,50
Endothelial cell venous,UKIM-V-2_P4_tumor_primary,1
Endothelial cell venous,UKIM-V-2_P5_tumor_primary,2
Endothelial cell venous,UKIM-V-2_P6_tumor_primary,12
Endothelial cell venous,UKIM-V-2_P8_tumor_primary,1
Endothelial cell venous,UKIM-V-2_P9_tumor_primary,11
Endothelial cell venous,UKIM-V-2_P10_tumor_primary,24
Endothelial cell venous,UKIM-V-2_P13_tumor_primary,9
Endothelial cell venous,UKIM-V-2_P14_tumor_primary,17
Endothelial cell venous,UKIM-V-2_P16_tumor_primary,2
Endothelial cell venous,UKIM-V-2_P17_tumor_primary,2
Endothelial cell venous,UKIM-V_P1_tumor_primary,1
Endothelial cell venous,UKIM-V_P2_tumor_primary,7
Endothelial cell venous,UKIM-V_P3_tumor_primary,9
Endothelial cell venous,Zilionis_Klein_2019_p1t1,9
Endothelial cell venous,Zilionis_Klein_2019_p1t2,11
Endothelial cell venous,Zilionis_Klein_2019_p1t3,4
Endothelial cell venous,Zilionis_Klein_2019_p1t4,3
Endothelial cell venous,Zilionis_Klein_2019_p4t1,2
Endothelial cell venous,Zilionis_Klein_2019_p4t2,3
Endothelial cell venous,Zilionis_Klein_2019_p4t3,2
Endothelial cell venous,Zilionis_Klein_2019_p6t1,26
Endothelial cell venous,Zilionis_Klein_2019_p6t2,19
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-1,0
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-2,39
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-3,18
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-6,5
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-7,5
Fibroblast adventitial,Chen_Zhang_2020_NSCLC-11,2
Fibroblast adventitial,Guo_Zhang_2018_P0616A_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P0616A_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P0616A_TTR,0
Fibroblast adventitial,Guo_Zhang_2018_P0616A_TTY,0
Fibroblast adventitial,Guo_Zhang_2018_P0616P_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P0616P_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P0706_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P0706_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P0706_TTR,0
Fibroblast adventitial,Guo_Zhang_2018_P0706_TTY,0
Fibroblast adventitial,Guo_Zhang_2018_P1010_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P1010_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P1010_TTR,0
Fibroblast adventitial,Guo_Zhang_2018_P1010_TTY,0
Fibroblast adventitial,Guo_Zhang_2018_P1118_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P1118_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P1120_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P1120_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P1120_TTR,0
Fibroblast adventitial,Guo_Zhang_2018_P1120_TTY,0
Fibroblast adventitial,Guo_Zhang_2018_P1202_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P1202_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P1202_TTR,0
Fibroblast adventitial,Guo_Zhang_2018_P1202_TTY,0
Fibroblast adventitial,Guo_Zhang_2018_P1208_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P1208_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P1219_TTC,0
Fibroblast adventitial,Guo_Zhang_2018_P1219_TTH,0
Fibroblast adventitial,Guo_Zhang_2018_P1219_TTY,0
Fibroblast adventitial,He_Fan_2021_LUAD1,8
Fibroblast adventitial,He_Fan_2021_LUAD2,4
Fibroblast adventitial,He_Fan_2021_LUAD3,10
Fibroblast adventitial,He_Fan_2021_LUAD4,11
Fibroblast adventitial,He_Fan_2021_LUAD5,2
Fibroblast adventitial,Kim_Lee_2020_LUNG_T06,17
Fibroblast adventitial,Kim_Lee_2020_LUNG_T08,32
Fibroblast adventitial,Kim_Lee_2020_LUNG_T09,1
Fibroblast adventitial,Kim_Lee_2020_LUNG_T18,13
Fibroblast adventitial,Kim_Lee_2020_LUNG_T19,3
Fibroblast adventitial,Kim_Lee_2020_LUNG_T20,1
Fibroblast adventitial,Kim_Lee_2020_LUNG_T25,2
Fibroblast adventitial,Kim_Lee_2020_LUNG_T30,2
Fibroblast adventitial,Kim_Lee_2020_LUNG_T34,4
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v1_BT1A,1
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v1_BT1C,0
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v1_BT2A,2
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v1_BT2B,13
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v1_BT1249,18
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v2_BT1295,0
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v2_BT1296,0
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v2_BT1297,0
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v2_BT1298,10
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v2_BT1299,42
Fibroblast adventitial,Lambrechts_Thienpont_2018_6149v2_BT1300,2
Fibroblast adventitial,Lambrechts_Thienpont_2018_6653_BT1375,1
Fibroblast adventitial,Lambrechts_Thienpont_2018_6653_BT1376,0
Fibroblast adventitial,Lambrechts_Thienpont_2018_6653_BT1377,1
Fibroblast adventitial,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,1
Fibroblast adventitial,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,0
Fibroblast adventitial,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,0
Fibroblast adventitial,Laughney_Massague_2020_GSM3516662,1
Fibroblast adventitial,Laughney_Massague_2020_GSM3516663,0
Fibroblast adventitial,Laughney_Massague_2020_GSM3516667,11
Fibroblast adventitial,Laughney_Massague_2020_GSM3516669,6
Fibroblast adventitial,Laughney_Massague_2020_GSM3516670,1
Fibroblast adventitial,Laughney_Massague_2020_GSM3516672,13
Fibroblast adventitial,Laughney_Massague_2020_GSM3516674,0
Fibroblast adventitial,Maynard_Bivona_2020_LT_S66,9
Fibroblast adventitial,UKIM-V-2_P4_tumor_primary,0
Fibroblast adventitial,UKIM-V-2_P5_tumor_primary,0
Fibroblast adventitial,UKIM-V-2_P6_tumor_primary,3
Fibroblast adventitial,UKIM-V-2_P8_tumor_primary,0
Fibroblast adventitial,UKIM-V-2_P9_tumor_primary,0
Fibroblast adventitial,UKIM-V-2_P10_tumor_primary,4
Fibroblast adventitial,UKIM-V-2_P13_tumor_primary,1
Fibroblast adventitial,UKIM-V-2_P14_tumor_primary,0
Fibroblast adventitial,UKIM-V-2_P16_tumor_primary,0
Fibroblast adventitial,UKIM-V-2_P17_tumor_primary,0
Fibroblast adventitial,UKIM-V_P1_tumor_primary,0
Fibroblast adventitial,UKIM-V_P2_tumor_primary,0
Fibroblast adventitial,UKIM-V_P3_tumor_primary,1
Fibroblast adventitial,Zilionis_Klein_2019_p1t1,3
Fibroblast adventitial,Zilionis_Klein_2019_p1t2,3
Fibroblast adventitial,Zilionis_Klein_2019_p1t3,2
Fibroblast adventitial,Zilionis_Klein_2019_p1t4,2
Fibroblast adventitial,Zilionis_Klein_2019_p4t1,0
Fibroblast adventitial,Zilionis_Klein_2019_p4t2,0
Fibroblast adventitial,Zilionis_Klein_2019_p4t3,0
Fibroblast adventitial,Zilionis_Klein_2019_p6t1,2
Fibroblast adventitial,Zilionis_Klein_2019_p6t2,1
Fibroblast alveolar,Chen_Zhang_2020_NSCLC-1,6
Fibroblast alveolar,Chen_Zhang_2020_NSCLC-2,141
Fibroblast alveolar,Chen_Zhang_2020_NSCLC-3,13
Fibroblast alveolar,Chen_Zhang_2020_NSCLC-6,12
Fibroblast alveolar,Chen_Zhang_2020_NSCLC-7,0
Fibroblast alveolar,Chen_Zhang_2020_NSCLC-11,13
Fibroblast alveolar,Guo_Zhang_2018_P0616A_TTC,0
Fibroblast alveolar,Guo_Zhang_2018_P0616A_TTH,0
Fibroblast alveolar,Guo_Zhang_2018_P0616A_TTR,0
Fibroblast alveolar,Guo_Zhang_2018_P0616A_TTY,0
Fibroblast alveolar,Guo_Zhang_2018_P0616P_TTC,0
Fibroblast alveolar,Guo_Zhang_2018_P0616P_TTH,0
Fibroblast alveolar,Guo_Zhang_2018_P0706_TTC,0
Fibroblast alveolar,Guo_Zhang_2018_P0706_TTH,0
Fibroblast alveolar,Guo_Zhang_2018_P0706_TTR,0
Fibroblast alveolar,Guo_Zhang_2018_P0706_TTY,0
Fibroblast alveolar,Guo_Zhang_2018_P1010_TTC,0
Fibroblast alveolar,Guo_Zhang_2018_P1010_TTH,0
Fibroblast alveolar,Guo_Zhang_2018_P1010_TTR,0
Fibroblast alveolar,Guo_Zhang_2018_P1010_TTY,0
Fibroblast alveolar,Guo_Zhang_2018_P1118_TTC,0
Fibroblast alveolar,Guo_Zhang_2018_P1118_TTH,0
Fibroblast alveolar,Guo_Zhang_2018_P1120_TTC,0
Fibroblast alveolar,Guo_Zhang_2018_P1120_TTH,0
Fibroblast alveolar,Guo_Zhang_2018_P1120_TTR,0
Fibroblast alveolar,Guo_Zhang_2018_P1120_TTY,0
Fibroblast alveolar,Guo_Zhang_2018_P1202_TTC,0
Fibroblast alveolar,Guo_Zhang_2018_P1202_TTH,0
Fibroblast alveolar,Guo_Zhang_2018_P1202_TTR,0
Fibroblast alveolar,Guo_Zhang_2018_P1202_TTY,0
Fibroblast alveolar,Guo_Zhang_2018_P1208_TTC,0
Fibroblast alveolar,Guo_Zhang_2018_P1208_TTH,0
Fibroblast alveolar,Guo_Zhang_2018_P1219_TTC,0
Fibroblast alveolar,Guo_Zhang_2018_P1219_TTH,0
Fibroblast alveolar,Guo_Zhang_2018_P1219_TTY,0
Fibroblast alveolar,He_Fan_2021_LUAD1,44
Fibroblast alveolar,He_Fan_2021_LUAD2,8
Fibroblast alveolar,He_Fan_2021_LUAD3,23
Fibroblast alveolar,He_Fan_2021_LUAD4,28
Fibroblast alveolar,He_Fan_2021_LUAD5,7
Fibroblast alveolar,Kim_Lee_2020_LUNG_T06,284
Fibroblast alveolar,Kim_Lee_2020_LUNG_T08,117
Fibroblast alveolar,Kim_Lee_2020_LUNG_T09,1
Fibroblast alveolar,Kim_Lee_2020_LUNG_T18,18
Fibroblast alveolar,Kim_Lee_2020_LUNG_T19,54
Fibroblast alveolar,Kim_Lee_2020_LUNG_T20,1
Fibroblast alveolar,Kim_Lee_2020_LUNG_T25,11
Fibroblast alveolar,Kim_Lee_2020_LUNG_T30,48
Fibroblast alveolar,Kim_Lee_2020_LUNG_T34,11
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v1_BT1A,1
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v1_BT1C,1
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v1_BT2A,0
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v1_BT2B,1
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v1_BT1249,0
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v2_BT1295,3
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v2_BT1296,1
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v2_BT1297,12
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v2_BT1298,20
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v2_BT1299,20
Fibroblast alveolar,Lambrechts_Thienpont_2018_6149v2_BT1300,27
Fibroblast alveolar,Lambrechts_Thienpont_2018_6653_BT1375,0
Fibroblast alveolar,Lambrechts_Thienpont_2018_6653_BT1376,3
Fibroblast alveolar,Lambrechts_Thienpont_2018_6653_BT1377,2
Fibroblast alveolar,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,4
Fibroblast alveolar,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,9
Fibroblast alveolar,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,5
Fibroblast alveolar,Laughney_Massague_2020_GSM3516662,1
Fibroblast alveolar,Laughney_Massague_2020_GSM3516663,0
Fibroblast alveolar,Laughney_Massague_2020_GSM3516667,4
Fibroblast alveolar,Laughney_Massague_2020_GSM3516669,5
Fibroblast alveolar,Laughney_Massague_2020_GSM3516670,0
Fibroblast alveolar,Laughney_Massague_2020_GSM3516672,0
Fibroblast alveolar,Laughney_Massague_2020_GSM3516674,0
Fibroblast alveolar,Maynard_Bivona_2020_LT_S66,26
Fibroblast alveolar,UKIM-V-2_P4_tumor_primary,0
Fibroblast alveolar,UKIM-V-2_P5_tumor_primary,1
Fibroblast alveolar,UKIM-V-2_P6_tumor_primary,0
Fibroblast alveolar,UKIM-V-2_P8_tumor_primary,0
Fibroblast alveolar,UKIM-V-2_P9_tumor_primary,1
Fibroblast alveolar,UKIM-V-2_P10_tumor_primary,0
Fibroblast alveolar,UKIM-V-2_P13_tumor_primary,2
Fibroblast alveolar,UKIM-V-2_P14_tumor_primary,4
Fibroblast alveolar,UKIM-V-2_P16_tumor_primary,1
Fibroblast alveolar,UKIM-V-2_P17_tumor_primary,0
Fibroblast alveolar,UKIM-V_P1_tumor_primary,9
Fibroblast alveolar,UKIM-V_P2_tumor_primary,0
Fibroblast alveolar,UKIM-V_P3_tumor_primary,4
Fibroblast alveolar,Zilionis_Klein_2019_p1t1,2
Fibroblast alveolar,Zilionis_Klein_2019_p1t2,0
Fibroblast alveolar,Zilionis_Klein_2019_p1t3,0
Fibroblast alveolar,Zilionis_Klein_2019_p1t4,0
Fibroblast alveolar,Zilionis_Klein_2019_p4t1,0
Fibroblast alveolar,Zilionis_Klein_2019_p4t2,0
Fibroblast alveolar,Zilionis_Klein_2019_p4t3,1
Fibroblast alveolar,Zilionis_Klein_2019_p6t1,4
Fibroblast alveolar,Zilionis_Klein_2019_p6t2,10
Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-1,0
Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-2,27
Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-3,14
Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-6,21
Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-7,98
Fibroblast peribronchial,Chen_Zhang_2020_NSCLC-11,69
Fibroblast peribronchial,Guo_Zhang_2018_P0616A_TTC,0
Fibroblast peribronchial,Guo_Zhang_2018_P0616A_TTH,0
Fibroblast peribronchial,Guo_Zhang_2018_P0616A_TTR,0
Fibroblast peribronchial,Guo_Zhang_2018_P0616A_TTY,0
Fibroblast peribronchial,Guo_Zhang_2018_P0616P_TTC,0
Fibroblast peribronchial,Guo_Zhang_2018_P0616P_TTH,0
Fibroblast peribronchial,Guo_Zhang_2018_P0706_TTC,0
Fibroblast peribronchial,Guo_Zhang_2018_P0706_TTH,0
Fibroblast peribronchial,Guo_Zhang_2018_P0706_TTR,0
Fibroblast peribronchial,Guo_Zhang_2018_P0706_TTY,0
Fibroblast peribronchial,Guo_Zhang_2018_P1010_TTC,0
Fibroblast peribronchial,Guo_Zhang_2018_P1010_TTH,0
Fibroblast peribronchial,Guo_Zhang_2018_P1010_TTR,0
Fibroblast peribronchial,Guo_Zhang_2018_P1010_TTY,0
Fibroblast peribronchial,Guo_Zhang_2018_P1118_TTC,0
Fibroblast peribronchial,Guo_Zhang_2018_P1118_TTH,0
Fibroblast peribronchial,Guo_Zhang_2018_P1120_TTC,0
Fibroblast peribronchial,Guo_Zhang_2018_P1120_TTH,0
Fibroblast peribronchial,Guo_Zhang_2018_P1120_TTR,0
Fibroblast peribronchial,Guo_Zhang_2018_P1120_TTY,0
Fibroblast peribronchial,Guo_Zhang_2018_P1202_TTC,0
Fibroblast peribronchial,Guo_Zhang_2018_P1202_TTH,0
Fibroblast peribronchial,Guo_Zhang_2018_P1202_TTR,0
Fibroblast peribronchial,Guo_Zhang_2018_P1202_TTY,0
Fibroblast peribronchial,Guo_Zhang_2018_P1208_TTC,0
Fibroblast peribronchial,Guo_Zhang_2018_P1208_TTH,0
Fibroblast peribronchial,Guo_Zhang_2018_P1219_TTC,0
Fibroblast peribronchial,Guo_Zhang_2018_P1219_TTH,0
Fibroblast peribronchial,Guo_Zhang_2018_P1219_TTY,0
Fibroblast peribronchial,He_Fan_2021_LUAD1,190
Fibroblast peribronchial,He_Fan_2021_LUAD2,61
Fibroblast peribronchial,He_Fan_2021_LUAD3,12
Fibroblast peribronchial,He_Fan_2021_LUAD4,3
Fibroblast peribronchial,He_Fan_2021_LUAD5,48
Fibroblast peribronchial,Kim_Lee_2020_LUNG_T06,45
Fibroblast peribronchial,Kim_Lee_2020_LUNG_T08,3
Fibroblast peribronchial,Kim_Lee_2020_LUNG_T09,4
Fibroblast peribronchial,Kim_Lee_2020_LUNG_T18,87
Fibroblast peribronchial,Kim_Lee_2020_LUNG_T19,17
Fibroblast peribronchial,Kim_Lee_2020_LUNG_T20,11
Fibroblast peribronchial,Kim_Lee_2020_LUNG_T25,6
Fibroblast peribronchial,Kim_Lee_2020_LUNG_T30,6
Fibroblast peribronchial,Kim_Lee_2020_LUNG_T34,2
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v1_BT1A,0
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v1_BT1B,0
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v1_BT1C,2
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v1_BT2A,10
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v1_BT2B,43
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v1_BT1249,11
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v2_BT1295,5
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v2_BT1296,7
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v2_BT1297,1
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v2_BT1298,53
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v2_BT1299,20
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6149v2_BT1300,33
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_BT1375,0
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_BT1376,2
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_BT1377,0
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_scrBT1425_hg19,19
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_scrBT1426_hg19,13
Fibroblast peribronchial,Lambrechts_Thienpont_2018_6653_scrBT1427_hg19,20
Fibroblast peribronchial,Laughney_Massague_2020_GSM3516662,0
Fibroblast peribronchial,Laughney_Massague_2020_GSM3516663,1
Fibroblast peribronchial,Laughney_Massague_2020_GSM3516667,5
Fibroblast peribronchial,Laughney_Massague_2020_GSM3516669,5
Fibroblast peribronchial,Laughney_Massague_2020_GSM3516670,2
Fibroblast peribronchial,Laughney_Massague_2020_GSM3516672,48
Fibroblast peribronchial,Laughney_Massague_2020_GSM3516674,0
Fibroblast peribronchial,Maynard_Bivona_2020_LT_S66,16
Fibroblast peribronchial,UKIM-V-2_P4_tumor_primary,3
Fibroblast peribronchial,UKIM-V-2_P5_tumor_primary,0
Fibroblast peribronchial,UKIM-V-2_P6_tumor_primary,8
Fibroblast peribronchial,UKIM-V-2_P8_tumor_primary,0
Fibroblast peribronchial,UKIM-V-2_P9_tumor_primary,2
Fibroblast peribronchial,UKIM-V-2_P10_tumor_primary,0
Fibroblast peribronchial,UKIM-V-2_P13_tumor_primary,1
Fibroblast peribronchial,UKIM-V-2_P14_tumor_primary,1
Fibroblast peribronchial,UKIM-V-2_P16_tumor_primary,0
Fibroblast peribronchial,UKIM-V-2_P17_tumor_primary,16
Fibroblast peribronchial,UKIM-V_P1_tumor_primary,1
Fibroblast peribronchial,UKIM-V_P2_tumor_primary,18
Fibroblast peribronchial,UKIM-V_P3_tumor_primary,7
Fibroblast peribronchial,Zilionis_Klein_2019_p1t1,52
Fibroblast peribronchial,Zilionis_Klein_2019_p1t2,41
Fibroblast peribronchial,Zilionis_Klein_2019_p1t3,20
Fibroblast peribronchial,Zilionis_Klein_2019_p1t4,26
Fibroblast peribronchial,Zilionis_Klein_2019_p4t1,0
Fibroblast peribronchial,Zilionis_Klein_2019_p4t2,0
Fibroblast peribronchial,Zilionis_Klein_2019_p4t3,0
Fibroblast peribronchial,Zilionis_Klein_2019_p6t1,9
Fibroblast peribronchial,Zilionis_Klein_2019_p6t2,9
Macrophage,Chen_Zhang_2020_NSCLC-1,27
Macrophage,Chen_Zhang_2020_NSCLC-2,358
Macrophage,Chen_Zhang_2020_NSCLC-3,71
Macrophage,Chen_Zhang_2020_NSCLC-6,2487
Macrophage,Chen_Zhang_2020_NSCLC-7,2471
Macrophage,Chen_Zhang_2020_NSCLC-11,131
Macrophage,Guo_Zhang_2018_P0616A_TTC,0
Macrophage,Guo_Zhang_2018_P0616A_TTH,0
Macrophage,Guo_Zhang_2018_P0616A_TTR,0
Macrophage,Guo_Zhang_2018_P0616A_TTY,0
Macrophage,Guo_Zhang_2018_P0616P_TTC,0
Macrophage,Guo_Zhang_2018_P0616P_TTH,0
Macrophage,Guo_Zhang_2018_P0706_TTC,0
Macrophage,Guo_Zhang_2018_P0706_TTH,0
Macrophage,Guo_Zhang_2018_P0706_TTR,0
Macrophage,Guo_Zhang_2018_P0706_TTY,0
Macrophage,Guo_Zhang_2018_P1010_TTC,0
Macrophage,Guo_Zhang_2018_P1010_TTH,0
Macrophage,Guo_Zhang_2018_P1010_TTR,0
Macrophage,Guo_Zhang_2018_P1010_TTY,0
Macrophage,Guo_Zhang_2018_P1118_TTC,0
Macrophage,Guo_Zhang_2018_P1118_TTH,0
Macrophage,Guo_Zhang_2018_P1120_TTC,0
Macrophage,Guo_Zhang_2018_P1120_TTH,0
