	Chen_Zhang_2020_NSCLC-1	Chen_Zhang_2020_NSCLC-11	Chen_Zhang_2020_NSCLC-2	Chen_Zhang_2020_NSCLC-3	Chen_Zhang_2020_NSCLC-6	Chen_Zhang_2020_NSCLC-7	He_Fan_2021_LUAD1	He_Fan_2021_LUAD2	He_Fan_2021_LUAD3	He_Fan_2021_LUAD4	He_Fan_2021_LUAD5	Kim_Lee_2020_LUNG_T06	Kim_Lee_2020_LUNG_T08	Kim_Lee_2020_LUNG_T09	Kim_Lee_2020_LUNG_T18	Kim_Lee_2020_LUNG_T19	Kim_Lee_2020_LUNG_T20	Kim_Lee_2020_LUNG_T25	Kim_Lee_2020_LUNG_T30	Kim_Lee_2020_LUNG_T34	Lambrechts_Thienpont_2018_6149v1_BT1249	Lambrechts_Thienpont_2018_6149v1_BT1A	Lambrechts_Thienpont_2018_6149v1_BT1B	Lambrechts_Thienpont_2018_6149v1_BT1C	Lambrechts_Thienpont_2018_6149v1_BT2A	Lambrechts_Thienpont_2018_6149v1_BT2B	Lambrechts_Thienpont_2018_6149v2_BT1295	Lambrechts_Thienpont_2018_6149v2_BT1296	Lambrechts_Thienpont_2018_6149v2_BT1297	Lambrechts_Thienpont_2018_6149v2_BT1298	Lambrechts_Thienpont_2018_6149v2_BT1299	Lambrechts_Thienpont_2018_6149v2_BT1300	Lambrechts_Thienpont_2018_6653_BT1375	Lambrechts_Thienpont_2018_6653_BT1376	Lambrechts_Thienpont_2018_6653_BT1377	Lambrechts_Thienpont_2018_6653_scrBT1425_hg19	Lambrechts_Thienpont_2018_6653_scrBT1426_hg19	Lambrechts_Thienpont_2018_6653_scrBT1427_hg19	Laughney_Massague_2020_GSM3516662	Laughney_Massague_2020_GSM3516663	Laughney_Massague_2020_GSM3516667	Laughney_Massague_2020_GSM3516669	Laughney_Massague_2020_GSM3516670	Laughney_Massague_2020_GSM3516672	Laughney_Massague_2020_GSM3516674	Maynard_Bivona_2020_LT_S66	P001	P002	P003	P004	P005	P006	P007	P008	P009	P010	P011	P012	P013	P014	P015	P016	P017	P018	P019	P020	P021	P022	P023	P024	P025	P026	P027	P028	P029	P030	P031	P032	P033	P034	P035	P036	P037	P038	P039	P040	P041	P042	P043	P15_T2	P16_T2	P17_T2	P17_T3	P18_T2	P19_T2	P21_T1	P21_T2	P22_T1	P24_T1	P8_T2	UKIM-V-2_P10_tumor_primary	UKIM-V-2_P13_tumor_primary	UKIM-V-2_P14_tumor_primary	UKIM-V-2_P16_tumor_primary	UKIM-V-2_P17_tumor_primary	UKIM-V-2_P4_tumor_primary	UKIM-V-2_P5_tumor_primary	UKIM-V-2_P6_tumor_primary	UKIM-V-2_P8_tumor_primary	UKIM-V-2_P9_tumor_primary	UKIM-V_P1_tumor_primary	UKIM-V_P2_tumor_primary	UKIM-V_P3_tumor_primary	Zilionis_Klein_2019_p1t1	Zilionis_Klein_2019_p1t2	Zilionis_Klein_2019_p1t3	Zilionis_Klein_2019_p1t4	Zilionis_Klein_2019_p4t1	Zilionis_Klein_2019_p4t2	Zilionis_Klein_2019_p4t3	Zilionis_Klein_2019_p6t1	Zilionis_Klein_2019_p6t2
Pericyte	3.0	21.0	17.0	5.0	15.0	20.0	19.0	6.0	6.0	0.0	17.0	3.0	0.0	9.0	5.0	5.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	4.0	5.0	11.0	22.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	18.0	0.0	13.0	3.0	5.0	4.0	0.0	0.0	0.0	0.0	15.0	0.0	8.0	0.0	0.0	3.0	64.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	7.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	12.0	14.0	10.0	175.0	28.0	0.0	9.0	11.0	4.0	13.0	2.0	79.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	7.0	11.0	3.0	2.0	0.0	0.0	2.0	4.0	0.0	2.0	0.0	21.0	3.0	5.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plasma cell	74.0	4624.0	134.0	514.0	460.0	13.0	93.0	98.0	5.0	18.0	444.0	19.0	183.0	48.0	23.0	20.0	0.0	163.0	58.0	15.0	0.0	6.0	15.0	31.0	30.0	51.0	64.0	130.0	155.0	31.0	129.0	129.0	52.0	66.0	42.0	22.0	36.0	19.0	0.0	2.0	11.0	0.0	0.0	2.0	2.0	41.0	79.0	82.0	118.0	15.0	19.0	4.0	67.0	92.0	41.0	121.0	57.0	5.0	250.0	12.0	35.0	53.0	90.0	588.0	6.0	119.0	47.0	66.0	105.0	65.0	4.0	29.0	9.0	82.0	61.0	46.0	191.0	308.0	93.0	72.0	315.0	356.0	42.0	408.0	197.0	697.0	154.0	83.0	472.0	63.0	5.0	910.0	1035.0	479.0	419.0	2.0	0.0	0.0	326.0	2500.0	9.0	31.0	49.0	18.0	206.0	61.0	37.0	13.0	9.0	417.0	7.0	175.0	28.0	69.0	83.0	32.0	34.0	0.0	0.0	2.0	263.0	230.0
Plasma cell dividing	0.0	8.0	0.0	0.0	13.0	3.0	0.0	12.0	0.0	0.0	74.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	2.0	5.0	0.0	2.0	2.0	11.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	12.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	8.0	0.0	2.0	0.0	13.0	3.0	2.0	3.0	3.0	2.0	0.0	0.0	3.0	0.0	0.0	47.0	51.0	119.0	91.0	0.0	0.0	0.0	7.0	48.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smooth muscle cell	3.0	2.0	18.0	5.0	2.0	2.0	4.0	3.0	7.0	6.0	4.0	33.0	4.0	0.0	29.0	20.0	2.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	6.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	3.0	11.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	2.0	0.0	0.0	11.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	2.0	16.0	9.0	0.0	0.0	0.0	0.0	16.0	0.0	3.0	13.0	29.0	19.0	82.0	29.0	0.0	2.0	3.0	0.0	0.0	3.0	22.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	2.0	14.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
T cell CD4	290.0	685.0	1375.0	4352.0	634.0	1832.0	1115.0	1208.0	954.0	998.0	1475.0	681.0	1077.0	566.0	386.0	850.0	850.0	742.0	598.0	144.0	6.0	45.0	50.0	84.0	37.0	153.0	187.0	437.0	398.0	492.0	535.0	612.0	127.0	73.0	58.0	310.0	287.0	301.0	7.0	1227.0	486.0	23.0	29.0	366.0	20.0	115.0	1363.0	1402.0	1597.0	828.0	199.0	761.0	1330.0	420.0	158.0	1794.0	361.0	957.0	711.0	525.0	1121.0	1584.0	1082.0	1771.0	1823.0	558.0	3209.0	3990.0	1360.0	2864.0	644.0	995.0	717.0	1609.0	367.0	1791.0	2549.0	2450.0	1447.0	1916.0	362.0	1024.0	1178.0	1438.0	1566.0	696.0	915.0	1353.0	957.0	827.0	3311.0	2657.0	2910.0	2827.0	2048.0	3.0	67.0	118.0	1189.0	10039.0	1462.0	1686.0	1019.0	699.0	213.0	448.0	517.0	334.0	30.0	984.0	187.0	321.0	408.0	189.0	230.0	113.0	142.0	445.0	393.0	572.0	596.0	620.0
T cell CD4 dividing	4.0	62.0	4.0	12.0	13.0	15.0	19.0	107.0	15.0	25.0	77.0	9.0	5.0	15.0	14.0	16.0	71.0	6.0	14.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	20.0	24.0	11.0	8.0	5.0	16.0	3.0	0.0	0.0	14.0	11.0	16.0	0.0	27.0	11.0	7.0	5.0	17.0	0.0	4.0	15.0	26.0	24.0	4.0	10.0	8.0	29.0	22.0	25.0	15.0	13.0	18.0	47.0	18.0	44.0	18.0	43.0	43.0	62.0	21.0	22.0	97.0	54.0	82.0	20.0	39.0	23.0	74.0	4.0	20.0	38.0	54.0	67.0	7.0	40.0	6.0	26.0	14.0	263.0	20.0	16.0	40.0	28.0	18.0	2.0	283.0	332.0	345.0	250.0	0.0	0.0	5.0	114.0	480.0	31.0	13.0	10.0	8.0	10.0	6.0	8.0	8.0	2.0	8.0	0.0	28.0	4.0	11.0	3.0	6.0	7.0	15.0	22.0	24.0	2.0	4.0
T cell CD8 activated	2.0	64.0	96.0	46.0	132.0	34.0	0.0	0.0	0.0	0.0	0.0	42.0	55.0	9.0	11.0	17.0	16.0	25.0	46.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	50.0	37.0	53.0	14.0	70.0	62.0	4.0	3.0	8.0	0.0	0.0	2.0	0.0	561.0	446.0	0.0	13.0	173.0	0.0	12.0	1545.0	1370.0	747.0	821.0	58.0	1401.0	2178.0	2784.0	36.0	1697.0	202.0	1002.0	1395.0	492.0	797.0	1741.0	666.0	1790.0	706.0	1063.0	1281.0	1491.0	3715.0	349.0	658.0	408.0	1180.0	1413.0	500.0	579.0	990.0	1140.0	773.0	754.0	337.0	414.0	631.0	541.0	384.0	1452.0	914.0	1989.0	600.0	154.0	934.0	113.0	135.0	421.0	389.0	0.0	13.0	0.0	9.0	245.0	27.0	45.0	10.0	4.0	0.0	16.0	10.0	6.0	0.0	14.0	12.0	57.0	186.0	52.0	45.0	55.0	36.0	83.0	82.0	70.0	99.0	77.0
T cell CD8 dividing	0.0	33.0	2.0	0.0	9.0	24.0	9.0	135.0	8.0	2.0	68.0	3.0	3.0	32.0	7.0	0.0	32.0	0.0	4.0	0.0	0.0	7.0	2.0	12.0	6.0	9.0	135.0	141.0	116.0	11.0	19.0	18.0	2.0	0.0	0.0	4.0	8.0	6.0	0.0	3.0	2.0	4.0	3.0	54.0	0.0	2.0	0.0	16.0	29.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	6.0	6.0	11.0	3.0	2.0	21.0	3.0	6.0	0.0	2.0	7.0	66.0	0.0	15.0	23.0	12.0	16.0	2.0	8.0	4.0	43.0	5.0	21.0	7.0	7.0	4.0	24.0	31.0	4.0	132.0	110.0	219.0	165.0	0.0	2.0	5.0	99.0	96.0	2.0	26.0	3.0	5.0	0.0	10.0	5.0	16.0	11.0	22.0	0.0	12.0	8.0	0.0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	2.0
T cell CD8 effector memory	81.0	391.0	389.0	254.0	754.0	240.0	119.0	310.0	130.0	41.0	81.0	297.0	232.0	683.0	134.0	175.0	513.0	210.0	262.0	84.0	0.0	31.0	26.0	60.0	11.0	57.0	296.0	421.0	422.0	259.0	538.0	405.0	85.0	66.0	43.0	80.0	86.0	76.0	2.0	502.0	658.0	0.0	37.0	308.0	5.0	128.0	1323.0	3385.0	2409.0	1242.0	239.0	742.0	1725.0	1413.0	413.0	1739.0	673.0	1275.0	1433.0	311.0	851.0	1525.0	855.0	1416.0	1014.0	523.0	1068.0	3684.0	1062.0	1000.0	1562.0	845.0	1759.0	1289.0	287.0	1274.0	2761.0	1783.0	2931.0	1048.0	426.0	860.0	1029.0	915.0	1210.0	1637.0	1753.0	1527.0	1733.0	891.0	1069.0	1572.0	1744.0	1690.0	1396.0	0.0	20.0	25.0	1322.0	1466.0	387.0	512.0	578.0	207.0	48.0	209.0	209.0	254.0	39.0	681.0	15.0	215.0	374.0	96.0	111.0	71.0	82.0	177.0	143.0	156.0	170.0	138.0
T cell CD8 naive	125.0	29.0	105.0	17.0	9.0	64.0	15.0	196.0	28.0	20.0	68.0	111.0	83.0	100.0	76.0	123.0	133.0	125.0	19.0	13.0	0.0	9.0	5.0	15.0	9.0	2.0	12.0	33.0	40.0	7.0	35.0	132.0	59.0	30.0	24.0	54.0	55.0	35.0	2.0	13.0	23.0	2.0	5.0	18.0	3.0	3.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	754.0	422.0	482.0	629.0	590.0	0.0	0.0	19.0	96.0	458.0	65.0	73.0	89.0	32.0	14.0	26.0	30.0	87.0	12.0	110.0	8.0	7.0	11.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0
T cell CD8 terminally exhausted	0.0	140.0	9.0	69.0	199.0	28.0	69.0	541.0	21.0	5.0	1018.0	17.0	32.0	137.0	73.0	9.0	144.0	7.0	6.0	0.0	2.0	53.0	49.0	70.0	43.0	193.0	879.0	1037.0	1006.0	169.0	195.0	165.0	10.0	4.0	0.0	21.0	29.0	17.0	0.0	8.0	8.0	3.0	18.0	453.0	2.0	0.0	25.0	15.0	147.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	12.0	10.0	19.0	22.0	3.0	45.0	0.0	9.0	10.0	31.0	14.0	8.0	2.0	9.0	0.0	115.0	199.0	19.0	15.0	0.0	2.0	6.0	159.0	10.0	87.0	5.0	10.0	34.0	17.0	81.0	45.0	398.0	570.0	458.0	473.0	0.0	4.0	5.0	485.0	60.0	49.0	296.0	44.0	46.0	21.0	66.0	101.0	101.0	65.0	229.0	0.0	69.0	26.0	4.0	7.0	7.0	4.0	15.0	4.0	12.0	0.0	0.0
T cell NK-like	46.0	54.0	15.0	3.0	36.0	66.0	61.0	407.0	61.0	32.0	321.0	92.0	0.0	67.0	52.0	19.0	27.0	10.0	52.0	18.0	2.0	11.0	12.0	18.0	11.0	17.0	45.0	66.0	71.0	34.0	108.0	61.0	21.0	21.0	11.0	34.0	38.0	25.0	0.0	18.0	5.0	0.0	2.0	0.0	0.0	3.0	145.0	462.0	237.0	29.0	8.0	181.0	49.0	80.0	2.0	108.0	44.0	53.0	38.0	3.0	24.0	99.0	111.0	63.0	20.0	18.0	220.0	158.0	32.0	524.0	60.0	46.0	39.0	38.0	4.0	200.0	106.0	58.0	393.0	133.0	13.0	59.0	189.0	177.0	33.0	52.0	25.0	7.0	221.0	99.0	120.0	307.0	255.0	153.0	79.0	0.0	3.0	118.0	303.0	165.0	49.0	192.0	231.0	78.0	32.0	5.0	82.0	37.0	25.0	61.0	18.0	47.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T cell regulatory	90.0	384.0	219.0	720.0	285.0	82.0	99.0	504.0	51.0	16.0	1366.0	168.0	417.0	127.0	247.0	209.0	339.0	265.0	190.0	36.0	5.0	32.0	20.0	19.0	56.0	94.0	270.0	401.0	383.0	77.0	181.0	180.0	39.0	47.0	20.0	194.0	216.0	217.0	2.0	168.0	224.0	5.0	66.0	220.0	5.0	32.0	539.0	469.0	588.0	205.0	22.0	170.0	705.0	269.0	94.0	451.0	49.0	134.0	640.0	207.0	466.0	548.0	517.0	831.0	139.0	497.0	634.0	802.0	713.0	1070.0	416.0	249.0	416.0	709.0	69.0	706.0	1091.0	842.0	1183.0	540.0	533.0	179.0	285.0	668.0	2788.0	414.0	373.0	549.0	785.0	416.0	913.0	1384.0	1941.0	2197.0	1961.0	2.0	8.0	8.0	329.0	932.0	551.0	376.0	336.0	139.0	185.0	176.0	183.0	133.0	46.0	629.0	33.0	213.0	129.0	71.0	74.0	60.0	64.0	103.0	93.0	106.0	61.0	43.0
cDC1	4.0	3.0	12.0	15.0	29.0	12.0	24.0	39.0	13.0	25.0	31.0	15.0	8.0	19.0	6.0	22.0	9.0	5.0	16.0	2.0	0.0	2.0	0.0	2.0	3.0	3.0	7.0	8.0	5.0	3.0	4.0	6.0	2.0	0.0	2.0	10.0	15.0	9.0	0.0	32.0	0.0	2.0	0.0	8.0	0.0	0.0	2.0	18.0	13.0	2.0	10.0	4.0	10.0	0.0	0.0	9.0	5.0	6.0	12.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	6.0	11.0	2.0	13.0	0.0	6.0	13.0	6.0	3.0	9.0	14.0	6.0	8.0	7.0	2.0	2.0	3.0	0.0	2.0	3.0	2.0	3.0	0.0	5.0	0.0	85.0	93.0	27.0	37.0	6.0	3.0	3.0	11.0	41.0	39.0	2.0	0.0	3.0	0.0	2.0	0.0	9.0	0.0	5.0	6.0	12.0	2.0	4.0	2.0	2.0	0.0	3.0	0.0	2.0	5.0	5.0
cDC2	7.0	40.0	45.0	25.0	596.0	78.0	472.0	789.0	551.0	310.0	669.0	126.0	32.0	69.0	96.0	139.0	108.0	57.0	122.0	46.0	4.0	16.0	13.0	11.0	9.0	21.0	33.0	26.0	46.0	23.0	42.0	44.0	26.0	17.0	6.0	103.0	124.0	154.0	0.0	192.0	56.0	35.0	22.0	55.0	0.0	91.0	38.0	385.0	181.0	120.0	88.0	190.0	115.0	25.0	113.0	196.0	91.0	145.0	146.0	81.0	101.0	246.0	81.0	70.0	50.0	48.0	241.0	358.0	54.0	476.0	297.0	323.0	166.0	91.0	63.0	422.0	69.0	141.0	207.0	246.0	255.0	119.0	84.0	93.0	52.0	62.0	65.0	104.0	76.0	103.0	2.0	668.0	748.0	1125.0	815.0	46.0	25.0	17.0	306.0	221.0	259.0	61.0	150.0	71.0	20.0	53.0	49.0	120.0	5.0	96.0	20.0	123.0	150.0	59.0	55.0	35.0	37.0	23.0	32.0	38.0	46.0	50.0
myeloid dividing	0.0	7.0	3.0	2.0	135.0	7.0	143.0	343.0	123.0	55.0	149.0	21.0	7.0	5.0	37.0	27.0	21.0	16.0	31.0	9.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	4.0	7.0	12.0	3.0	3.0	11.0	9.0	18.0	0.0	18.0	6.0	2.0	13.0	15.0	2.0	13.0	6.0	73.0	10.0	15.0	21.0	33.0	11.0	10.0	41.0	23.0	63.0	91.0	50.0	38.0	26.0	26.0	52.0	35.0	50.0	3.0	24.0	67.0	6.0	210.0	35.0	113.0	19.0	16.0	24.0	44.0	7.0	24.0	52.0	59.0	48.0	25.0	41.0	50.0	105.0	31.0	28.0	21.0	42.0	6.0	0.0	252.0	250.0	281.0	146.0	141.0	6.0	2.0	365.0	247.0	34.0	11.0	42.0	38.0	5.0	38.0	8.0	38.0	0.0	7.0	3.0	23.0	40.0	19.0	23.0	12.0	14.0	3.0	2.0	2.0	12.0	10.0
pDC	5.0	12.0	7.0	35.0	9.0	21.0	6.0	37.0	13.0	7.0	35.0	5.0	3.0	20.0	6.0	10.0	18.0	6.0	21.0	0.0	0.0	0.0	2.0	2.0	2.0	8.0	4.0	13.0	6.0	4.0	2.0	11.0	3.0	0.0	0.0	13.0	18.0	14.0	0.0	8.0	8.0	30.0	0.0	18.0	0.0	5.0	9.0	59.0	35.0	18.0	5.0	10.0	37.0	18.0	0.0	35.0	8.0	8.0	19.0	5.0	8.0	28.0	24.0	31.0	41.0	23.0	35.0	66.0	27.0	87.0	13.0	15.0	75.0	132.0	11.0	31.0	59.0	72.0	72.0	11.0	88.0	59.0	96.0	28.0	100.0	9.0	27.0	27.0	28.0	10.0	3.0	126.0	97.0	159.0	115.0	0.0	4.0	11.0	29.0	212.0	76.0	14.0	36.0	6.0	27.0	3.0	8.0	22.0	4.0	29.0	25.0	8.0	15.0	30.0	28.0	10.0	17.0	8.0	14.0	8.0	2.0	5.0
stromal dividing	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2860.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	12.0	4.0	0.0	3.0	0.0	0.0	0.0	839.0	229.0	1323.0	23.0	22.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	234.0	0.0	0.0	0.0	13.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	8.0	0.0	9.0	16.0	0.0	2.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	4.0	21.0	2.0	442.0	0.0	297.0	146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	2.0	18.0	24.0	0.0	257.0	0.0	1254.0	59.0	46.0	93.0	79.0	43.0	10.0	76.0	5.0	96.0	74.0	37.0	678.0	47.0	0.0	3.0	0.0	4.0	3.0	27.0	7.0	21.0	17.0	0.0	33.0	30.0	12.0	4.0	7.0	36.0	49.0	77.0	3.0	18.0	0.0	2.0	0.0	3.0	7.0	19.0	14.0	90.0	77.0	45.0	24.0	25.0	33.0	15.0	18.0	31.0	41.0	55.0	79.0	33.0	43.0	1026.0	7.0	54.0	24.0	93.0	41.0	39.0	47.0	128.0	83.0	33.0	33.0	26.0	54.0	27.0	42.0	135.0	67.0	63.0	36.0	33.0	26.0	84.0	16.0	87.0	35.0	92.0	76.0	27.0	0.0	30.0	19.0	4.0	0.0	27.0	8.0	114.0	34.0	30.0	8.0	18.0	35.0	862.0	0.0	2.0	0.0	6.0	5.0	84.0	5.0	73.0	24.0	14.0	15.0	3.0	9.0	4.0	6.0	3.0	64.0	63.0
10	0.0	23.0	0.0	5.0	37.0	0.0	25.0	62.0	380.0	128.0	139.0	5.0	0.0	0.0	5.0	8.0	0.0	7.0	31.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	11.0	79.0	57.0	30.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	14.0	3.0	0.0	4.0	0.0	7.0	0.0	220.0	38.0	3.0	37.0	26.0	2.0	7.0	0.0	56.0	25.0	42.0	2.0	12.0	140.0	3.0	4.0	2.0	0.0	30.0	9.0	19.0	10.0	20.0	28.0	39.0	52.0	9.0	19.0	36.0	3.0	5.0	4.0	40.0	0.0	39.0	137.0	12.0	0.0	16.0	16.0	61.0	5.0	137.0	0.0	150.0	124.0	302.0	201.0	310.0	78.0	127.0	339.0	421.0	40.0	11.0	25.0	3.0	7.0	2.0	9.0	11.0	0.0	0.0	4.0	12.0	13.0	5.0	4.0	3.0	4.0	0.0	0.0	0.0	10.0	7.0
11	0.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	3.0	5.0	2.0	2.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	18.0	0.0	5.0	0.0	0.0	3.0	0.0	1047.0	5116.0	12.0	0.0	0.0	0.0	2.0	200.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	5.0	65.0	59.0	19.0	18.0	0.0	14.0	508.0	16.0	7.0	306.0	4.0	2.0	10.0	55.0	10.0	47.0	5.0	10.0	48.0	0.0	2.0	0.0	4.0	0.0	3.0	9.0	5.0	8.0	2.0	2.0	12.0	189.0	274.0	101.0	10.0	25.0	9.0	0.0	5.0	6.0	4.0	4.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	2.0	7.0	4.0	2.0	0.0	90.0	2.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	4.0	5.0	3.0	9.0	7.0	3.0	0.0	289.0	2.0	14.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	3.0	7.0	8.0	0.0	0.0
13	0.0	63.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	29.0	21.0	13.0	13.0	31.0	3.0	19.0	34.0	25.0	7.0	38.0	0.0	0.0	0.0	19.0	20.0	28.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	16.0	0.0	4.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	2706.0	2949.0	73.0	49.0	2.0	0.0	0.0	12.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	55.0	14.0	0.0	0.0	1139.0	0.0	182.0	195.0	101.0	125.0	0.0	0.0	0.0	0.0	0.0
